Name,Date,Team,Home,W,W_PTS,L,L_PTS,MP,FG,FGA,FG_perc,3P,3PA,3P_perc,FT,FT_perc,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+-,TS_perc,eFG_perc,3PAr,FTA,FTr,ORB_perc,DRB_perc,TRB_perc,AST_perc,STL_perc,BLK_perc,TOV_perc,USG_perc,ORtg,DRtg,BPM
Donovan Mitchell,20210324,UTA,1,UTA,118,BRK,88,27.35,11,18,0.611,5,8,0.625,0,0,,0,6,6,7,1,0,0,1,27,+38,.750,.750,.444,.000,0.0,18.2,10.1,56.6,1.8,0.0,0.0,29.2,163,91,23.3
Royce O'Neale,20210324,UTA,1,UTA,118,BRK,88,26.23,3,4,0.75,1,2,0.5,0,0,,0,6,6,2,2,0,2,1,7,+38,.875,.875,.500,.000,0.0,18.9,10.6,10.3,3.8,0.0,33.3,10.2,116,86,5.1
Mike Conley,20210324,UTA,1,UTA,118,BRK,88,24.78,6,12,0.5,3,6,0.5,3,3,1.0,0,4,4,2,2,0,0,1,18,+27,.676,.625,.500,.250,0.0,13.4,7.4,13.2,4.0,0.0,0.0,23.9,145,88,11.4
Bojan Bogdanović,20210324,UTA,1,UTA,118,BRK,88,23.85,5,8,0.625,4,6,0.667,4,5,0.8,0,3,3,3,0,0,2,0,18,+36,.882,.875,.750,.625,0.0,10.4,5.8,19.5,0.0,0.0,16.4,22.7,149,98,12.3
Rudy Gobert,20210324,UTA,1,UTA,118,BRK,88,23.53,2,3,0.667,0,0,,4,4,1.0,4,7,11,0,0,3,1,2,8,+27,.840,.667,.000,1.333,17.7,24.6,21.6,0.0,0.0,9.9,17.4,10.9,165,85,4.5
Joe Ingles,20210324,UTA,1,UTA,118,BRK,88,25.53,1,6,0.16699999999999998,1,6,0.16699999999999998,0,0,,0,7,7,3,1,0,1,2,3,+1,.250,.250,1.000,.000,0.0,22.7,12.7,14.4,2.0,0.0,14.3,12.2,74,88,-7.3
Jordan Clarkson,20210324,UTA,1,UTA,118,BRK,88,20.78,1,15,0.067,1,11,0.091,0,0,,0,2,2,0,0,0,2,0,3,-6,.100,.100,.733,.000,0.0,8.0,4.4,0.0,0.0,0.0,11.8,36.3,20,99,-34.6
Derrick Favors,20210324,UTA,1,UTA,118,BRK,88,16.78,2,4,0.5,0,0,,2,2,1.0,5,5,10,1,0,2,0,4,6,+9,.615,.500,.000,.500,31.1,24.7,27.5,8.1,0.0,9.2,0.0,12.9,171,85,5.0
Georges Niang,20210324,UTA,1,UTA,118,BRK,88,16.17,5,9,0.556,5,8,0.625,0,0,,0,0,0,0,0,0,0,1,15,-8,.833,.833,.889,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.7,151,103,14.1
Miye Oni,20210324,UTA,1,UTA,118,BRK,88,9.17,1,4,0.25,1,4,0.25,0,0,,0,1,1,2,0,1,0,1,3,-3,.000,.000,.000,.000,0.0,9.0,5.0,25.5,0.0,0.0,66.7,14.5,42,99,-13.6
Trent Forrest,20210324,UTA,1,UTA,118,BRK,88,9.17,0,1,0.0,0,0,,0,0,,0,1,1,2,0,0,2,0,0,-3,.375,.375,1.000,.000,0.0,9.0,5.0,29.3,0.0,8.4,0.0,19.4,109,93,4.4
Elijah Hughes,20210324,UTA,1,UTA,118,BRK,88,4.48,1,2,0.5,1,2,0.5,0,0,,0,2,2,1,0,0,0,0,3,0,.750,.750,1.000,.000,0.0,36.9,20.6,35.3,0.0,0.0,0.0,19.8,168,87,19.5
Juwan Morgan,20210324,UTA,1,UTA,118,BRK,88,4.48,1,2,0.5,0,0,,0,0,,1,0,1,0,0,0,0,1,2,0,.500,.500,.000,.000,23.3,0.0,10.3,0.0,0.0,0.0,0.0,19.8,126,102,-6.8
Jarrell Brantley,20210324,UTA,1,UTA,118,BRK,88,4.1,2,3,0.667,1,2,0.5,0,0,,0,0,0,1,0,0,0,1,5,0,.833,.833,.667,.000,0.0,0.0,0.0,66.6,0.0,0.0,0.0,32.5,171,102,24.6
Ersan İlyasova,20210324,UTA,1,UTA,118,BRK,88,3.58,0,0,,0,0,,0,0,,1,1,2,0,0,0,1,0,0,-6,,,,,29.1,23.1,25.8,0.0,0.0,0.0,100.0,12.4,59,93,-11.7
