Name,Date,Team,Home,W,W_PTS,L,L_PTS,MP,FG,FGA,FG_perc,3P,3PA,3P_perc,FT,FT_perc,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+-,TS_perc,eFG_perc,3PAr,FTA,FTr,ORB_perc,DRB_perc,TRB_perc,AST_perc,STL_perc,BLK_perc,TOV_perc,USG_perc,ORtg,DRtg,BPM
Markelle Fultz,20201227,ORL,0,ORL,120,WAS,113,29.05,11,21,0.524,2,3,0.667,2,2,1.0,0,2,2,2,1,0,2,1,26,-11,.594,.571,.143,.095,0.0,7.0,3.6,17.6,1.7,0.0,8.4,35.3,111,116,0.1
Nikola Vučević,20201227,ORL,0,ORL,120,WAS,113,28.07,5,11,0.455,1,4,0.25,4,4,1.0,0,8,8,4,2,0,0,2,15,-11,.588,.500,.364,.364,0.0,29.1,14.9,24.0,3.5,0.0,0.0,19.5,135,105,6.8
Evan Fournier,20201227,ORL,0,ORL,120,WAS,113,27.83,4,10,0.4,2,5,0.4,9,10,0.9,1,0,1,2,0,0,1,2,19,-15,.660,.500,.500,1.000,3.8,0.0,1.9,11.5,0.0,0.0,6.5,23.8,138,121,-0.1
Aaron Gordon,20201227,ORL,0,ORL,120,WAS,113,19.8,1,4,0.25,0,1,0.0,2,2,1.0,0,6,6,0,0,0,0,0,4,-12,.410,.250,.250,.500,0.0,30.9,15.8,0.0,0.0,0.0,0.0,10.6,94,112,-9.0
Dwayne Bacon,20201227,ORL,0,ORL,120,WAS,113,17.27,2,4,0.5,0,1,0.0,2,2,1.0,0,3,3,0,0,1,1,1,6,-15,.615,.500,.250,.500,0.0,17.7,9.1,0.0,0.0,4.3,17.0,14.6,104,113,-5.0
Terrence Ross,20201227,ORL,0,ORL,120,WAS,113,30.73,7,15,0.467,4,7,0.5710000000000001,8,8,1.0,1,0,1,0,1,0,2,4,26,+22,.702,.600,.467,.533,3.5,0.0,1.7,0.0,1.6,0.0,9.7,28.7,132,118,1.7
Michael Carter-Williams,20201227,ORL,0,ORL,120,WAS,113,23.12,3,3,1.0,0,0,,0,0,,1,5,6,3,2,1,2,1,6,+28,1.000,1.000,.000,.000,4.6,22.1,13.5,20.2,4.2,3.2,40.0,9.3,128,104,6.0
Khem Birch,20201227,ORL,0,ORL,120,WAS,113,19.93,1,6,0.16699999999999998,0,0,,4,4,1.0,2,5,7,2,0,1,0,1,6,+18,.387,.167,.000,.667,10.7,25.6,18.3,13.9,0.0,3.7,0.0,16.7,113,111,-2.6
Cole Anthony,20201227,ORL,0,ORL,120,WAS,113,18.95,3,9,0.33299999999999996,0,2,0.0,6,6,1.0,4,3,7,3,0,0,0,1,12,+18,.515,.333,.222,.667,22.5,16.2,19.3,25.8,0.0,0.0,0.0,26.4,137,117,3.3
Chuma Okeke,20201227,ORL,0,ORL,120,WAS,113,16.2,0,0,,0,0,,0,0,,1,0,1,2,0,0,1,0,0,-5,,,,,6.6,0.0,3.2,16.0,0.0,0.0,100.0,2.7,101,121,-5.5
Gary Clark,20201227,ORL,0,ORL,120,WAS,113,9.05,0,2,0.0,0,2,0.0,0,0,,1,2,3,1,0,0,1,1,0,+18,.000,.000,1.000,.000,11.8,22.6,17.3,14.3,0.0,0.0,33.3,14.2,43,115,-15.5
