Name,Date,Team,Home,W,W_PTS,L,L_PTS,MP,FG,FGA,FG_perc,3P,3PA,3P_perc,FT,FT_perc,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+-,TS_perc,eFG_perc,3PAr,FTA,FTr,ORB_perc,DRB_perc,TRB_perc,AST_perc,STL_perc,BLK_perc,TOV_perc,USG_perc,ORtg,DRtg,BPM
Dorian Finney-Smith,20210403,DAL,0,DAL,109,WAS,87,37.28,4,8,0.5,3,6,0.5,0,0,,1,3,4,2,1,1,0,1,11,+14,.688,.688,.750,.000,2.6,8.6,5.5,7.4,1.4,2.1,0.0,9.6,154,95,5.6
Luka Dončić,20210403,DAL,0,DAL,109,WAS,87,32.33,12,24,0.5,1,8,0.125,1,4,0.25,1,7,8,6,1,1,4,3,26,+14,.505,.521,.333,.167,3.0,23.1,12.6,40.1,1.6,2.4,13.4,41.1,100,90,4.9
Tim Hardaway Jr.,20210403,DAL,0,DAL,109,WAS,87,30.75,6,19,0.316,3,7,0.429,1,1,1.0,0,4,4,0,1,0,1,0,16,+10,.412,.395,.368,.053,0.0,13.9,6.6,0.0,1.7,0.0,4.9,29.7,86,95,-5.3
Nicolò Melli,20210403,DAL,0,DAL,109,WAS,87,28.3,4,4,1.0,1,1,1.0,1,1,1.0,2,6,8,3,0,0,0,2,10,+22,1.126,1.125,.250,.250,6.9,22.6,14.4,15.3,0.0,0.0,0.0,7.0,227,96,10.5
Boban Marjanović,20210403,DAL,0,DAL,109,WAS,87,23.97,5,11,0.455,0,1,0.0,5,6,0.833,4,8,12,0,0,1,0,3,15,+14,.550,.455,.091,.545,16.3,35.6,25.6,0.0,0.0,3.3,0.0,25.4,132,90,2.2
Jalen Brunson,20210403,DAL,0,DAL,109,WAS,87,29.52,6,12,0.5,1,4,0.25,6,6,1.0,0,0,0,3,2,0,2,6,19,+17,.649,.542,.333,.500,0.0,0.0,0.0,16.1,3.5,0.0,12.0,25.2,126,95,3.3
Dwight Powell,20210403,DAL,0,DAL,109,WAS,87,24.03,1,5,0.2,1,1,1.0,2,2,1.0,4,3,7,2,0,1,0,4,5,+8,.425,.300,.200,.400,16.3,13.3,14.9,10.5,0.0,3.3,0.0,10.9,135,96,-0.5
Josh Green,20210403,DAL,0,DAL,109,WAS,87,20.58,1,3,0.33299999999999996,0,1,0.0,2,2,1.0,2,5,7,1,2,0,0,2,4,+7,.515,.333,.333,.667,9.5,25.9,17.4,6.2,5.0,0.0,0.0,8.4,142,84,5.2
Trey Burke,20210403,DAL,0,DAL,109,WAS,87,9.9,1,4,0.25,0,1,0.0,1,2,0.5,0,0,0,0,0,0,0,1,3,0,.307,.250,.250,.500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,71,102,-15.4
Tyler Bey,20210403,DAL,0,DAL,109,WAS,87,1.67,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,+2,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,102,-4.8
Nate Hinton,20210403,DAL,0,DAL,109,WAS,87,1.67,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,+2,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,102,-6.4
