Name,Date,Team,Home,W,W_PTS,L,L_PTS,MP,FG,FGA,FG_perc,3P,3PA,3P_perc,FT,FT_perc,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+-,TS_perc,eFG_perc,3PAr,FTA,FTr,ORB_perc,DRB_perc,TRB_perc,AST_perc,STL_perc,BLK_perc,TOV_perc,USG_perc,ORtg,DRtg,BPM
Caris LeVert,20210406,IND,1,CHI,113,IND,97,32.52,9,18,0.5,2,4,0.5,0,0,,0,6,6,5,0,1,0,3,20,-11,.556,.556,.222,.000,0.0,21.6,9.8,29.9,0.0,2.4,0.0,24.4,116,117,2.2
Justin Holiday,20210406,IND,1,CHI,113,IND,97,23.92,1,4,0.25,0,2,0.0,0,0,,0,1,1,0,0,1,0,0,2,-3,.250,.250,.500,.000,0.0,4.9,2.2,0.0,0.0,3.3,0.0,7.4,51,122,-10.8
Doug McDermott,20210406,IND,1,CHI,113,IND,97,23.75,4,12,0.33299999999999996,3,7,0.429,0,0,,1,1,2,1,1,0,0,1,11,-4,.458,.458,.583,.000,4.1,4.9,4.5,6.8,2.0,0.0,0.0,22.2,95,119,-3.1
Myles Turner,20210406,IND,1,CHI,113,IND,97,20.1,3,5,0.6,2,3,0.667,2,2,1.0,0,4,4,0,0,3,0,1,10,-6,.850,.800,.600,.400,0.0,23.3,10.6,0.0,0.0,11.7,0.0,12.9,164,111,6.9
Edmond Sumner,20210406,IND,1,CHI,113,IND,97,18.3,6,8,0.75,0,2,0.0,3,5,0.6,0,1,1,1,2,0,3,2,15,-5,.735,.750,.250,.625,0.0,6.4,2.9,11.8,5.2,0.0,22.7,31.8,106,111,2.2
T.J. McConnell,20210406,IND,1,CHI,113,IND,97,24.52,3,5,0.6,0,0,,0,0,,0,4,4,5,2,0,5,0,6,-14,.600,.600,.000,.000,0.0,19.1,8.7,30.5,3.9,0.0,50.0,18.0,73,110,-7.9
Jeremy Lamb,20210406,IND,1,CHI,113,IND,97,23.22,4,12,0.33299999999999996,2,6,0.33299999999999996,5,5,1.0,2,4,6,1,6,1,1,2,15,-12,.528,.417,.500,.417,8.4,20.2,13.8,7.0,12.2,3.4,6.6,28.8,107,89,13.1
Aaron Holiday,20210406,IND,1,CHI,113,IND,97,21.35,1,4,0.25,0,0,,2,3,0.667,0,1,1,1,2,0,3,1,4,-15,.376,.250,.000,.750,0.0,5.5,2.5,6.3,4.4,0.0,36.1,17.2,54,114,-12.1
Goga Bitadze,20210406,IND,1,CHI,113,IND,97,18.65,2,6,0.33299999999999996,0,3,0.0,0,0,,2,1,3,6,1,3,1,2,4,-12,.333,.333,.500,.000,10.5,6.3,8.6,47.0,2.5,12.7,14.3,16.5,99,111,7.5
Kelan Martin,20210406,IND,1,CHI,113,IND,97,13.02,1,4,0.25,0,2,0.0,0,0,,1,0,1,0,0,1,1,1,2,0,.250,.250,.500,.000,7.5,0.0,4.1,0.0,0.0,6.0,20.0,16.9,52,122,-16.1
JaKarr Sampson,20210406,IND,1,CHI,113,IND,97,12.47,3,6,0.5,0,0,,0,1,0.0,0,1,1,0,0,2,0,4,6,-4,.466,.500,.000,.167,0.0,9.4,4.3,0.0,0.0,12.6,0.0,22.7,88,115,-8.7
Oshae Brissett,20210406,IND,1,CHI,113,IND,97,2.73,1,1,1.0,0,0,,0,0,,0,1,1,0,1,0,0,0,2,+2,.000,.000,.000,.000,0.0,42.8,19.5,0.0,0.0,0.0,0.0,16.1,0,111,-20.6
Brian Bowen,20210406,IND,1,CHI,113,IND,97,2.73,0,1,0.0,0,0,,0,0,,0,1,1,0,0,0,0,0,0,+2,1.000,1.000,.000,.000,0.0,42.8,19.5,0.0,17.3,0.0,0.0,16.1,200,71,27.9
Cassius Stanley,20210406,IND,1,CHI,113,IND,97,2.73,0,2,0.0,0,1,0.0,0,0,,0,1,1,0,0,0,0,0,0,+2,.000,.000,.500,.000,0.0,42.8,19.5,0.0,0.0,0.0,0.0,32.2,0,111,-34.2
