Name,Date,Team,Home,W,W_PTS,L,L_PTS,MP,FG,FGA,FG_perc,3P,3PA,3P_perc,FT,FT_perc,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+-,TS_perc,eFG_perc,3PAr,FTA,FTr,ORB_perc,DRB_perc,TRB_perc,AST_perc,STL_perc,BLK_perc,TOV_perc,USG_perc,ORtg,DRtg,BPM
DeMar DeRozan,20210421,SAS,1,MIA,107,SAS,87,31.82,6,13,0.462,0,1,0.0,3,4,0.75,1,4,5,4,0,0,2,2,15,-14,.508,.462,.077,.308,3.6,15.1,9.2,27.5,0.0,0.0,11.9,26.4,100,126,-3.9
Derrick White,20210421,SAS,1,MIA,107,SAS,87,31.43,5,12,0.41700000000000004,2,8,0.25,1,2,0.5,0,5,5,7,0,0,1,0,13,-3,.505,.500,.667,.167,0.0,19.1,9.3,45.7,0.0,0.0,7.2,22.1,109,125,3.9
Jakob Poeltl,20210421,SAS,1,MIA,107,SAS,87,28.58,3,3,1.0,0,0,,2,2,1.0,2,7,9,1,1,5,2,2,8,-11,1.031,1.000,.000,.667,8.0,29.4,18.4,6.5,1.9,16.1,34.0,10.3,137,105,7.4
Dejounte Murray,20210421,SAS,1,MIA,107,SAS,87,28.17,4,14,0.28600000000000003,3,8,0.375,0,0,,0,5,5,4,0,0,3,3,11,-16,.393,.393,.571,.000,0.0,21.3,10.4,28.2,0.0,0.0,17.6,30.2,72,124,-8.9
Keldon Johnson,20210421,SAS,1,MIA,107,SAS,87,26.95,3,8,0.375,2,4,0.5,1,2,0.5,1,5,6,1,0,0,1,2,9,-14,.507,.500,.500,.250,4.2,22.3,13.0,6.9,0.0,0.0,10.1,18.4,95,124,-4.2
Patty Mills,20210421,SAS,1,MIA,107,SAS,87,22.65,2,6,0.33299999999999996,2,6,0.33299999999999996,0,0,,0,0,0,0,0,0,0,0,6,-10,.500,.500,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.3,95,130,-6.1
Rudy Gay,20210421,SAS,1,MIA,107,SAS,87,18.63,2,9,0.222,0,4,0.0,2,2,1.0,0,1,1,0,0,0,1,2,6,-5,.304,.222,.444,.222,0.0,6.4,3.1,0.0,0.0,0.0,9.2,29.3,58,128,-19.3
Lonnie Walker IV,20210421,SAS,1,MIA,107,SAS,87,18.05,2,5,0.4,1,3,0.33299999999999996,2,2,1.0,0,0,0,2,0,0,0,0,7,-3,.595,.500,.600,.400,0.0,0.0,0.0,20.7,0.0,0.0,0.0,16.3,131,130,2.0
Drew Eubanks,20210421,SAS,1,MIA,107,SAS,87,13.22,3,3,1.0,0,0,,0,0,,3,2,5,1,0,2,0,3,6,-4,1.000,1.000,.000,.000,25.9,18.2,22.1,18.1,0.0,14.0,0.0,11.4,211,114,12.6
Keita Bates-Diop,20210421,SAS,1,MIA,107,SAS,87,4.1,1,1,1.0,0,0,,2,2,1.0,0,1,1,0,0,0,0,0,4,-4,1.064,1.000,.000,2.000,0.0,29.3,14.3,0.0,0.0,0.0,0.0,23.0,231,122,21.0
Tre Jones,20210421,SAS,1,MIA,107,SAS,87,4.1,0,1,0.0,0,0,,2,2,1.0,0,0,0,0,0,0,0,0,2,-4,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,129,-15.5
Gorgui Dieng,20210421,SAS,1,MIA,107,SAS,87,4.1,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,0,-4,.532,.000,.000,2.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,120,130,-4.8
Luka Šamanić,20210421,SAS,1,MIA,107,SAS,87,4.1,0,0,,0,0,,0,2,0.0,0,1,1,0,0,0,0,0,0,-4,.000,,,,0.0,29.3,14.3,0.0,0.0,0.0,0.0,10.8,0,122,-15.0
Devin Vassell,20210421,SAS,1,MIA,107,SAS,87,4.1,0,2,0.0,0,1,0.0,0,0,,0,0,0,1,0,0,0,0,0,-4,.000,.000,.500,.000,0.0,0.0,0.0,37.8,0.0,0.0,0.0,24.4,28,130,-17.6
