Name,Date,Team,Home,W,W_PTS,L,L_PTS,MP,FG,FGA,FG_perc,3P,3PA,3P_perc,FT,FT_perc,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+-,TS_perc,eFG_perc,3PAr,FTA,FTr,ORB_perc,DRB_perc,TRB_perc,AST_perc,STL_perc,BLK_perc,TOV_perc,USG_perc,ORtg,DRtg,BPM
Jrue Holiday,20210113,MIL,0,MIL,110,DET,101,36.85,8,13,0.615,3,5,0.6,2,3,0.667,1,5,6,5,3,1,1,2,21,+5,.733,.731,.385,.231,3.0,12.8,8.2,21.3,4.0,2.3,6.5,19.0,145,100,8.9
Giannis Antetokounmpo,20210113,MIL,0,MIL,110,DET,101,33.47,7,15,0.467,2,5,0.4,6,10,0.6,2,8,10,10,2,3,5,3,22,+12,.567,.533,.333,.667,6.5,22.5,15.1,46.3,2.9,7.5,20.5,33.3,113,95,9.7
Khris Middleton,20210113,MIL,0,MIL,110,DET,101,31.32,5,12,0.41700000000000004,1,5,0.2,1,1,1.0,1,1,2,6,1,1,2,4,12,+1,.482,.458,.417,.083,3.5,3.0,3.2,27.6,1.6,2.7,13.9,21.0,107,109,-4.3
Brook Lopez,20210113,MIL,0,MIL,110,DET,101,29.5,3,8,0.375,3,7,0.429,0,0,,1,10,11,1,0,4,2,2,9,+11,.563,.563,.875,.000,3.7,31.9,18.8,4.5,0.0,11.4,20.0,15.5,92,96,0.0
Donte DiVincenzo,20210113,MIL,0,MIL,110,DET,101,25.6,3,9,0.33299999999999996,1,5,0.2,0,0,,1,9,10,3,0,0,0,1,7,+14,.389,.389,.556,.000,4.3,33.1,19.7,15.9,0.0,0.0,0.0,16.0,104,102,-5.2
Bobby Portis,20210113,MIL,0,MIL,110,DET,101,22.87,5,9,0.556,1,4,0.25,0,0,,0,5,5,0,2,0,0,4,11,-11,.611,.611,.444,.000,0.0,20.6,11.0,0.0,4.3,0.0,0.0,18.0,115,97,-2.0
D.J. Augustin,20210113,MIL,0,MIL,110,DET,101,20.85,2,4,0.5,2,3,0.667,0,0,,1,0,1,4,0,0,3,0,6,+5,.750,.750,.750,.000,5.2,0.0,2.4,25.3,0.0,0.0,42.9,15.3,104,116,-4.3
Bryn Forbes,20210113,MIL,0,MIL,110,DET,101,19.63,5,8,0.625,3,4,0.75,0,0,,0,0,0,1,0,0,1,1,13,+1,.813,.813,.500,.000,0.0,0.0,0.0,8.5,0.0,0.0,11.1,20.9,127,116,2.2
Pat Connaughton,20210113,MIL,0,MIL,110,DET,101,15.72,3,7,0.429,3,5,0.6,0,0,,3,0,3,1,1,0,0,3,9,+6,.643,.643,.714,.000,20.8,0.0,9.6,9.6,3.1,0.0,0.0,20.3,144,108,5.6
Thanasis Antetokounmpo,20210113,MIL,0,MIL,110,DET,101,4.2,0,0,,0,0,,0,0,,0,0,0,0,1,0,0,0,0,+1,,,,,0.0,0.0,0.0,0.0,11.7,0.0,,0.0,0,90,5.1
