Name,Date,Team,Home,W,W_PTS,L,L_PTS,MP,FG,FGA,FG_perc,3P,3PA,3P_perc,FT,FT_perc,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+-,TS_perc,eFG_perc,3PAr,FTA,FTr,ORB_perc,DRB_perc,TRB_perc,AST_perc,STL_perc,BLK_perc,TOV_perc,USG_perc,ORtg,DRtg,BPM
Armoni Brooks,20210421,HOU,1,UTA,112,HOU,89,34.73,2,11,0.182,2,9,0.222,0,0,,3,7,10,4,0,1,2,3,6,-32,.273,.273,.818,.000,6.5,20.6,12.5,17.1,0.0,3.1,15.4,15.3,69,113,-5.8
Jae'Sean Tate,20210421,HOU,1,UTA,112,HOU,89,34.53,4,19,0.21100000000000002,0,9,0.0,0,0,,2,3,5,3,4,0,3,5,8,-19,.211,.211,.474,.000,4.3,8.9,6.3,14.2,5.5,0.0,13.6,26.0,49,105,-10.1
Christian Wood,20210421,HOU,1,UTA,112,HOU,89,30.13,6,12,0.5,1,4,0.25,3,8,0.375,2,6,8,0,0,1,1,2,16,-14,.515,.542,.333,.667,5.0,20.3,11.5,0.0,0.0,3.6,6.1,22.4,100,113,-0.7
John Wall,20210421,HOU,1,UTA,112,HOU,89,29.6,8,19,0.42100000000000004,1,5,0.2,4,4,1.0,0,3,3,6,0,0,3,0,21,-20,.506,.447,.263,.211,0.0,10.4,4.4,44.2,0.0,0.0,12.6,32.8,98,118,3.2
Kelly Olynyk,20210421,HOU,1,UTA,112,HOU,89,23.92,4,7,0.5710000000000001,2,4,0.5,0,1,0.0,2,5,7,0,0,0,2,4,10,-27,.672,.714,.571,.143,6.3,21.4,12.7,0.0,0.0,0.0,21.2,16.1,102,115,-4.9
Kenyon Martin Jr.,20210421,HOU,1,UTA,112,HOU,89,29.22,2,6,0.33299999999999996,0,3,0.0,2,2,1.0,0,3,3,0,1,2,0,1,6,-7,.436,.333,.500,.333,0.0,10.5,4.4,0.0,1.6,7.5,0.0,9.6,93,109,-3.1
DaQuan Jeffries,20210421,HOU,1,UTA,112,HOU,89,20.25,1,5,0.2,0,4,0.0,0,0,,1,4,5,0,1,0,0,2,2,-10,.200,.200,.800,.000,3.7,20.2,10.7,0.0,2.3,0.0,0.0,10.1,53,110,-8.6
Avery Bradley,20210421,HOU,1,UTA,112,HOU,89,19.67,2,8,0.25,2,6,0.33299999999999996,0,0,,0,3,3,1,1,0,0,2,6,+1,.375,.375,.750,.000,0.0,15.6,6.6,8.1,2.4,0.0,0.0,16.6,82,111,-2.6
D.J. Wilson,20210421,HOU,1,UTA,112,HOU,89,12.73,3,8,0.375,0,2,0.0,0,2,0.0,2,3,5,2,0,0,0,2,6,+2,.338,.375,.250,.250,11.8,24.1,17.0,31.8,0.0,0.0,0.0,28.5,86,114,-1.2
Anthony Lamb,20210421,HOU,1,UTA,112,HOU,89,5.22,3,4,0.75,2,3,0.667,0,0,,0,1,1,1,0,1,0,0,8,+11,1.000,1.000,.750,.000,0.0,19.6,8.3,100.0,0.0,20.9,0.0,31.3,176,102,56.8
