Name,Date,Team,Home,W,W_PTS,L,L_PTS,MP,FG,FGA,FG_perc,3P,3PA,3P_perc,FT,FT_perc,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+-,TS_perc,eFG_perc,3PAr,FTA,FTr,ORB_perc,DRB_perc,TRB_perc,AST_perc,STL_perc,BLK_perc,TOV_perc,USG_perc,ORtg,DRtg,BPM
Aleksej Pokusevski,20210402,OKC,0,PHO,140,OKC,103,32.9,7,14,0.5,4,6,0.667,2,4,0.5,2,3,5,4,1,0,2,0,20,-32,.635,.643,.429,.286,6.3,13.3,9.2,23.5,1.4,0.0,11.3,22.5,123,140,4.4
Théo Maledon,20210402,OKC,0,PHO,140,OKC,103,31.03,10,18,0.556,5,7,0.7140000000000001,8,10,0.8,0,5,5,3,1,0,5,3,33,-26,.737,.694,.389,.556,0.0,23.4,9.8,23.8,1.5,0.0,18.2,36.8,121,138,6.5
Moses Brown,20210402,OKC,0,PHO,140,OKC,103,23.77,0,4,0.0,0,0,,1,2,0.5,3,4,7,0,1,1,1,1,1,-19,.102,.000,.000,.500,13.2,24.5,17.9,0.0,2.0,3.5,17.0,10.3,50,134,-13.5
Svi Mykhailiuk,20210402,OKC,0,PHO,140,OKC,103,23.28,2,7,0.28600000000000003,0,4,0.0,2,2,1.0,2,2,4,0,1,0,1,0,6,-24,.381,.286,.571,.286,9.0,12.5,10.4,0.0,2.0,0.0,11.3,15.9,84,138,-10.3
Isaiah Roby,20210402,OKC,0,PHO,140,OKC,103,22.97,1,6,0.16699999999999998,0,1,0.0,0,0,,0,4,4,2,0,0,3,1,2,-27,.167,.167,.167,.000,0.0,25.3,10.6,12.7,0.0,0.0,33.3,16.3,36,142,-19.1
Tony Bradley,20210402,OKC,0,PHO,140,OKC,103,24.23,4,6,0.667,0,2,0.0,1,1,1.0,2,4,6,0,0,1,1,3,9,-18,.699,.667,.333,.167,8.6,24.0,15.0,0.0,0.0,3.5,13.4,12.8,127,138,-7.0
Kenrich Williams,20210402,OKC,0,PHO,140,OKC,103,22.55,4,10,0.4,2,4,0.5,0,0,,1,2,3,3,1,1,0,3,10,-4,.500,.500,.400,.000,4.6,12.9,8.1,24.1,2.1,3.7,0.0,18.5,120,135,1.2
Josh Hall,20210402,OKC,0,PHO,140,OKC,103,22.53,0,4,0.0,0,1,0.0,2,2,1.0,0,1,1,2,0,0,1,5,2,-12,.205,.000,.250,.500,0.0,6.5,2.7,12.2,0.0,0.0,17.0,10.9,58,143,-16.8
Ty Jerome,20210402,OKC,0,PHO,140,OKC,103,17.78,2,11,0.182,1,7,0.14300000000000002,0,0,,1,1,2,3,0,0,1,1,5,-8,.227,.227,.636,.000,5.9,8.2,6.8,27.4,0.0,0.0,8.3,28.1,65,143,-17.2
Justin Jackson,20210402,OKC,0,PHO,140,OKC,103,12.0,5,8,0.625,3,5,0.6,2,2,1.0,0,1,1,1,0,0,1,0,15,-10,.845,.813,.625,.250,0.0,12.1,5.1,26.7,0.0,0.0,10.1,34.3,141,143,17.8
Darius Miller,20210402,OKC,0,PHO,140,OKC,103,6.93,0,1,0.0,0,1,0.0,0,0,,0,0,0,1,1,0,0,0,0,-5,.000,.000,1.000,.000,0.0,0.0,0.0,19.8,6.9,0.0,0.0,6.0,57,129,-4.6
