Name,Date,Team,Home,W,W_PTS,L,L_PTS,MP,FG,FGA,FG_perc,3P,3PA,3P_perc,FT,FT_perc,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+-,TS_perc,eFG_perc,3PAr,FTA,FTr,ORB_perc,DRB_perc,TRB_perc,AST_perc,STL_perc,BLK_perc,TOV_perc,USG_perc,ORtg,DRtg,BPM
De'Aaron Fox,20210220,SAC,0,CHI,122,SAC,114,39.65,7,17,0.41200000000000003,1,4,0.25,5,9,0.556,1,2,3,9,2,0,4,4,20,-16,.477,.441,.235,.529,2.5,7.8,4.6,30.7,2.4,0.0,16.0,26.3,98,122,-4.4
Cory Joseph,20210220,SAC,0,CHI,122,SAC,114,36.27,0,2,0.0,0,1,0.0,2,2,1.0,3,4,7,1,0,0,0,4,2,-3,.347,.000,.500,1.000,8.3,17.1,11.7,3.0,0.0,0.0,0.0,3.3,132,127,-9.8
Buddy Hield,20210220,SAC,0,CHI,122,SAC,114,35.48,10,21,0.47600000000000003,3,11,0.273,0,0,,0,4,4,3,1,0,1,3,23,+2,.548,.548,.524,.000,0.0,17.5,6.8,13.3,1.4,0.0,4.5,26.0,111,124,-0.9
Marvin Bagley III,20210220,SAC,0,CHI,122,SAC,114,35.27,10,19,0.526,1,2,0.5,5,5,1.0,5,6,11,2,2,0,0,1,26,-2,.613,.553,.105,.263,14.2,26.3,19.0,9.0,2.7,0.0,0.0,25.2,140,121,6.5
Hassan Whiteside,20210220,SAC,0,CHI,122,SAC,114,16.28,5,9,0.556,0,0,,2,2,1.0,1,6,7,1,0,1,1,4,12,-4,.607,.556,.000,.222,6.1,57.1,26.1,10.1,0.0,5.0,9.2,28.0,118,120,-0.4
Tyrese Haliburton,20210220,SAC,0,CHI,122,SAC,114,32.58,6,16,0.375,2,5,0.4,2,2,1.0,0,1,1,5,2,1,0,0,16,-7,.474,.438,.313,.125,0.0,4.8,1.9,20.9,3.0,2.5,0.0,21.7,113,118,2.1
DaQuan Jeffries,20210220,SAC,0,CHI,122,SAC,114,17.75,2,4,0.5,0,2,0.0,0,0,,1,1,2,0,1,0,0,0,4,-1,.500,.500,.500,.000,5.6,8.7,6.8,0.0,2.7,0.0,0.0,9.4,115,122,-3.8
Nemanja Bjelica,20210220,SAC,0,CHI,122,SAC,114,11.87,3,7,0.429,1,3,0.33299999999999996,2,2,1.0,0,3,3,1,0,0,0,0,9,-3,.571,.500,.429,.286,0.0,39.1,15.4,12.7,0.0,0.0,0.0,27.8,126,127,3.9
Jabari Parker,20210220,SAC,0,CHI,122,SAC,114,8.77,1,2,0.5,0,1,0.0,0,0,,1,2,3,0,0,1,1,1,2,-2,.500,.500,.500,.000,11.4,35.3,20.8,0.0,0.0,9.3,33.3,14.3,81,116,-8.6
Justin James,20210220,SAC,0,CHI,122,SAC,114,6.08,0,1,0.0,0,0,,0,0,,0,0,0,0,0,0,0,1,0,-4,.000,.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9,0,128,-19.5
Richaun Holmes,20210220,SAC,0,CHI,122,SAC,114,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
