Name,Date,Team,Home,W,W_PTS,L,L_PTS,MP,FG,FGA,FG_perc,3P,3PA,3P_perc,FT,FT_perc,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+-,TS_perc,eFG_perc,3PAr,FTA,FTr,ORB_perc,DRB_perc,TRB_perc,AST_perc,STL_perc,BLK_perc,TOV_perc,USG_perc,ORtg,DRtg,BPM
Fred VanVleet,20210427,TOR,1,BRK,116,TOR,103,42.05,4,17,0.235,3,12,0.25,0,0,,0,6,6,5,0,0,2,1,11,-17,.324,.324,.706,.000,0.0,17.6,7.8,18.2,0.0,0.0,10.5,19.3,78,129,-9.8
Kyle Lowry,20210427,TOR,1,BRK,116,TOR,103,37.03,8,14,0.5710000000000001,6,9,0.667,2,2,1.0,0,2,2,6,0,1,4,1,24,-4,.806,.786,.643,.143,0.0,6.6,2.9,30.3,0.0,3.4,21.2,21.8,129,129,8.9
Pascal Siakam,20210427,TOR,1,BRK,116,TOR,103,35.13,2,16,0.125,0,5,0.0,6,6,1.0,4,3,7,2,1,0,3,3,10,-9,.268,.125,.313,.375,11.2,10.5,10.9,8.2,1.5,0.0,13.9,26.3,70,127,-15.0
Khem Birch,20210427,TOR,1,BRK,116,TOR,103,32.03,5,9,0.556,0,1,0.0,3,4,0.75,9,5,14,1,0,1,0,2,13,-1,.604,.556,.111,.444,27.5,19.2,23.8,5.3,0.0,3.9,0.0,14.3,153,126,3.0
OG Anunoby,20210427,TOR,1,BRK,116,TOR,103,31.67,9,15,0.6,3,5,0.6,0,1,0.0,0,6,6,6,2,0,2,3,21,-2,.680,.700,.333,.067,0.0,23.3,10.3,40.7,3.3,0.0,11.5,23.5,128,120,12.4
Malachi Flynn,20210427,TOR,1,BRK,116,TOR,103,20.55,4,8,0.5,1,5,0.2,4,4,1.0,0,2,2,3,1,0,0,2,13,-8,.666,.563,.625,.500,0.0,12.0,5.3,26.3,2.5,0.0,0.0,20.3,154,124,9.0
Yuta Watanabe,20210427,TOR,1,BRK,116,TOR,103,18.22,3,7,0.429,2,5,0.4,0,0,,0,3,3,0,0,1,1,2,8,-13,.571,.571,.714,.000,0.0,20.3,9.0,0.0,0.0,6.9,12.5,18.8,97,124,-2.4
Freddie Gillespie,20210427,TOR,1,BRK,116,TOR,103,11.73,1,2,0.5,0,0,,0,0,,2,3,5,0,0,0,0,3,2,-9,.500,.500,.000,.000,16.7,31.5,23.2,0.0,0.0,0.0,0.0,7.3,138,126,-7.5
Stanley Johnson,20210427,TOR,1,BRK,116,TOR,103,7.02,0,2,0.0,0,1,0.0,0,0,,0,0,0,1,0,0,1,1,0,-2,.000,.000,.500,.000,0.0,0.0,0.0,19.0,0.0,0.0,33.3,18.3,21,133,-23.6
DeAndre' Bembry,20210427,TOR,1,BRK,116,TOR,103,4.13,0,0,,0,0,,1,2,0.5,0,2,2,0,1,0,0,1,1,0,.568,,,,0.0,59.6,26.4,0.0,12.5,0.0,0.0,9.1,122,90,7.9
Rodney Hood,20210427,TOR,1,BRK,116,TOR,103,0.43,0,1,0.0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.6,0,133,-102.3
