Name,Date,Team,Home,W,W_PTS,L,L_PTS,MP,FG,FGA,FG_perc,3P,3PA,3P_perc,FT,FT_perc,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+-,TS_perc,eFG_perc,3PAr,FTA,FTr,ORB_perc,DRB_perc,TRB_perc,AST_perc,STL_perc,BLK_perc,TOV_perc,USG_perc,ORtg,DRtg,BPM
Jerami Grant,20210108,DET,1,DET,110,PHO,105,42.27,10,15,0.667,3,5,0.6,8,11,0.727,1,9,10,2,1,1,3,5,31,+21,.781,.767,.333,.733,2.5,24.5,13.1,10.3,1.2,3.2,13.1,24.5,133,99,8.6
Blake Griffin,20210108,DET,1,DET,110,PHO,105,40.27,5,13,0.385,1,5,0.2,5,6,0.833,2,10,12,5,1,0,2,0,16,+19,.512,.423,.385,.462,5.3,28.6,16.5,21.6,1.2,0.0,11.3,19.9,108,101,2.0
Delon Wright,20210108,DET,1,DET,110,PHO,105,33.58,7,11,0.636,0,1,0.0,2,2,1.0,1,4,5,6,0,0,1,1,16,+18,.673,.636,.091,.182,3.2,13.7,8.2,36.5,0.0,0.0,7.8,17.4,138,107,4.2
Mason Plumlee,20210108,DET,1,DET,110,PHO,105,32.95,2,4,0.5,0,0,,8,8,1.0,1,5,6,3,3,1,2,3,12,+20,.798,.500,.000,2.000,3.2,17.5,10.1,14.3,4.5,4.1,21.0,13.1,141,92,6.1
Josh Jackson,20210108,DET,1,DET,110,PHO,105,18.62,2,11,0.182,1,5,0.2,0,0,,0,2,2,0,1,0,0,2,5,-3,.227,.227,.455,.000,0.0,12.4,5.9,0.0,2.7,0.0,0.0,26.8,48,100,-15.1
Saddiq Bey,20210108,DET,1,DET,110,PHO,105,26.7,4,8,0.5,2,5,0.4,0,0,,1,3,4,0,1,0,1,1,10,-8,.625,.625,.625,.000,4.0,12.9,8.3,0.0,1.9,0.0,11.1,15.3,107,102,0.1
Derrick Rose,20210108,DET,1,DET,110,PHO,105,19.42,1,7,0.14300000000000002,0,1,0.0,2,2,1.0,0,0,0,5,1,1,2,1,4,-13,.254,.143,.143,.286,0.0,0.0,0.0,39.8,2.6,7.0,20.2,23.1,66,100,-6.7
Svi Mykhailiuk,20210108,DET,1,DET,110,PHO,105,17.13,2,9,0.222,2,8,0.25,0,0,,0,0,0,1,1,0,1,0,6,-12,.333,.333,.889,.000,0.0,0.0,0.0,10.0,2.9,0.0,10.0,26.5,65,104,-7.4
Jahlil Okafor,20210108,DET,1,DET,110,PHO,105,10.22,2,4,0.5,0,0,,0,0,,1,1,2,0,2,0,0,0,4,+2,.500,.500,.000,.000,10.4,11.3,10.8,0.0,9.8,0.0,0.0,17.8,108,85,7.6
Frank Jackson,20210108,DET,1,DET,110,PHO,105,9.98,1,4,0.25,1,3,0.33299999999999996,0,0,,0,0,0,1,1,0,1,1,3,+4,.375,.375,.750,.000,0.0,0.0,0.0,16.8,5.0,0.0,20.0,22.7,67,97,-4.8
Isaiah Stewart,20210108,DET,1,DET,110,PHO,105,8.62,0,2,0.0,0,0,,0,0,,2,2,4,0,1,1,1,0,0,-15,.000,.000,.000,.000,24.6,26.7,25.6,0.0,5.8,15.8,33.3,15.8,45,82,-7.5
Sekou Doumbouya,20210108,DET,1,DET,110,PHO,105,5.18,1,2,0.5,1,1,1.0,0,0,,0,1,1,0,0,0,0,0,3,-9,.750,.750,.500,.000,0.0,22.2,10.7,0.0,0.0,0.0,0.0,17.5,133,105,8.4
Wayne Ellington,20210108,DET,1,DET,110,PHO,105,0.07,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,+1,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,110,-8.4
