Name,Date,Team,Home,W,W_PTS,L,L_PTS,MP,FG,FGA,FG_perc,3P,3PA,3P_perc,FT,FT_perc,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+-,TS_perc,eFG_perc,3PAr,FTA,FTr,ORB_perc,DRB_perc,TRB_perc,AST_perc,STL_perc,BLK_perc,TOV_perc,USG_perc,ORtg,DRtg,BPM
John Wall,20210209,HOU,0,NOP,130,HOU,101,34.42,11,23,0.478,2,8,0.25,1,6,0.16699999999999998,0,4,4,6,0,0,3,2,25,-15,.488,.522,.348,.261,0.0,13.9,6.1,36.9,0.0,0.0,10.5,35.6,94,139,-4.9
Eric Gordon,20210209,HOU,0,NOP,130,HOU,101,33.73,8,19,0.42100000000000004,4,10,0.4,3,5,0.6,0,1,1,3,0,1,4,3,23,-40,.542,.526,.526,.263,0.0,3.6,1.5,16.0,0.0,2.3,15.9,31.9,94,141,-5.4
Jae'Sean Tate,20210209,HOU,0,NOP,130,HOU,101,28.65,6,9,0.667,1,3,0.33299999999999996,0,0,,3,4,7,2,0,0,1,4,13,-22,.722,.722,.333,.000,9.7,16.8,12.7,12.0,0.0,0.0,10.0,14.9,137,138,-2.0
P.J. Tucker,20210209,HOU,0,NOP,130,HOU,101,28.43,3,7,0.429,1,2,0.5,0,0,,4,0,4,3,0,0,0,5,7,-24,.500,.500,.286,.000,13.0,0.0,7.3,15.4,0.0,0.0,0.0,10.5,134,143,-5.3
DeMarcus Cousins,20210209,HOU,0,NOP,130,HOU,101,22.33,1,8,0.125,1,6,0.16699999999999998,4,6,0.667,1,6,7,2,0,1,1,2,7,-13,.329,.188,.750,.750,4.1,32.2,16.4,12.0,0.0,3.5,8.6,22.3,79,130,-9.9
Danuel House Jr.,20210209,HOU,0,NOP,130,HOU,101,34.28,4,13,0.308,1,7,0.14300000000000002,4,4,1.0,3,5,8,5,3,0,1,3,13,-21,.440,.346,.538,.308,8.1,17.5,12.2,21.6,4.4,0.0,6.3,19.7,109,127,0.0
Sterling Brown,20210209,HOU,0,NOP,130,HOU,101,25.6,4,6,0.667,3,4,0.75,0,0,,1,5,6,3,2,0,0,2,11,-2,.917,.917,.667,.000,3.6,23.4,12.2,18.4,3.9,0.0,0.0,10.0,185,126,10.1
David Nwaba,20210209,HOU,0,NOP,130,HOU,101,25.03,1,3,0.33299999999999996,0,1,0.0,0,0,,0,0,0,0,0,2,0,0,2,+9,.333,.333,.333,.000,0.0,0.0,0.0,0.0,0.0,6.3,0.0,5.1,70,140,-9.3
Ben McLemore,20210209,HOU,0,NOP,130,HOU,101,3.98,0,1,0.0,0,1,0.0,0,0,,0,0,0,0,0,0,0,1,0,-5,.000,.000,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.7,0,143,-25.9
Mason Jones,20210209,HOU,0,NOP,130,HOU,101,1.77,0,1,0.0,0,0,,0,0,,0,0,0,0,0,0,0,1,0,-6,.000,.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.2,0,143,-42.9
Rodions Kurucs,20210209,HOU,0,NOP,130,HOU,101,1.77,0,1,0.0,0,1,0.0,0,0,,0,0,0,0,0,0,2,0,0,-6,.000,.000,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,66.7,72.6,0,144,-87.2
