Name,Date,Team,Home,W,W_PTS,L,L_PTS,MP,FG,FGA,FG_perc,3P,3PA,3P_perc,FT,FT_perc,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+-,TS_perc,eFG_perc,3PAr,FTA,FTr,ORB_perc,DRB_perc,TRB_perc,AST_perc,STL_perc,BLK_perc,TOV_perc,USG_perc,ORtg,DRtg,BPM
Ben Simmons,20210406,PHI,0,PHI,106,BOS,96,36.42,4,7,0.5710000000000001,0,0,,4,8,0.5,0,4,4,6,3,0,2,2,12,+11,.570,.571,.000,1.143,0.0,16.5,7.5,27.5,4.3,0.0,16.0,16.0,114,101,4.1
Tobias Harris,20210406,PHI,0,PHI,106,BOS,96,33.82,4,11,0.364,0,0,,2,3,0.667,2,6,8,4,2,1,2,2,10,+20,.406,.364,.000,.273,7.5,26.6,16.2,20.0,3.1,3.9,14.0,19.7,94,100,0.2
Joel Embiid,20210406,PHI,0,PHI,106,BOS,96,32.8,9,19,0.474,1,5,0.2,16,20,0.8,3,3,6,1,0,1,4,1,35,+12,.629,.500,.263,1.053,11.6,13.7,12.5,7.0,0.0,4.1,12.6,45.1,120,108,6.2
Seth Curry,20210406,PHI,0,PHI,106,BOS,96,31.78,4,9,0.444,1,5,0.2,0,0,,0,1,1,2,1,0,0,3,9,+16,.500,.500,.556,.000,0.0,4.7,2.2,10.8,1.6,0.0,0.0,13.2,114,108,-2.2
Danny Green,20210406,PHI,0,PHI,106,BOS,96,24.07,6,7,0.857,5,6,0.833,0,0,,0,2,2,1,2,0,1,3,17,+21,1.214,1.214,.857,.000,0.0,12.5,5.7,9.1,4.3,0.0,12.5,15.5,193,101,21.0
Matisse Thybulle,20210406,PHI,0,PHI,106,BOS,96,19.58,1,2,0.5,1,2,0.5,0,0,,0,2,2,1,1,1,0,1,3,-7,.750,.750,1.000,.000,0.0,15.3,7.0,7.8,2.6,6.8,0.0,4.8,162,100,7.4
Shake Milton,20210406,PHI,0,PHI,106,BOS,96,19.22,3,8,0.375,0,1,0.0,0,0,,1,2,3,0,0,0,2,3,6,-6,.375,.375,.125,.000,6.6,15.6,10.7,0.0,0.0,0.0,20.0,24.2,67,111,-16.2
Dwight Howard,20210406,PHI,0,PHI,106,BOS,96,14.1,0,1,0.0,0,1,0.0,4,4,1.0,2,7,9,0,1,0,1,3,4,0,.725,.000,1.000,4.000,17.9,74.5,43.8,0.0,3.7,0.0,26.6,12.4,134,97,1.1
Furkan Korkmaz,20210406,PHI,0,PHI,106,BOS,96,13.53,3,7,0.429,1,4,0.25,3,4,0.75,1,2,3,0,1,0,1,0,10,-2,.571,.500,.571,.571,9.3,22.2,15.2,0.0,3.8,0.0,10.2,33.6,111,102,4.5
Mike Scott,20210406,PHI,0,PHI,106,BOS,96,12.37,0,1,0.0,0,0,,0,0,,0,0,0,1,0,0,0,1,0,-9,.000,.000,.000,.000,0.0,0.0,0.0,11.4,0.0,0.0,0.0,3.8,57,113,-5.3
Tyrese Maxey,20210406,PHI,0,PHI,106,BOS,96,1.22,0,1,0.0,0,0,,0,0,,0,0,0,0,0,0,0,1,0,-4,.000,.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.2,0,112,-56.6
Paul Reed,20210406,PHI,0,PHI,106,BOS,96,1.1,0,0,,0,0,,0,0,,0,0,0,0,0,1,0,0,0,-2,,,,,0.0,0.0,0.0,0.0,0.0,100.0,,0.0,0,23,29.9
