Name,Date,Team,Home,W,W_PTS,L,L_PTS,MP,FG,FGA,FG_perc,3P,3PA,3P_perc,FT,FT_perc,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+-,TS_perc,eFG_perc,3PAr,FTA,FTr,ORB_perc,DRB_perc,TRB_perc,AST_perc,STL_perc,BLK_perc,TOV_perc,USG_perc,ORtg,DRtg,BPM
Kawhi Leonard,20210406,LAC,1,LAC,133,POR,116,36.25,10,18,0.556,1,4,0.25,8,9,0.889,1,11,12,7,0,0,1,2,29,+13,.660,.583,.222,.500,3.2,27.0,16.6,28.3,0.0,0.0,4.4,27.8,143,116,7.3
Paul George,20210406,LAC,1,LAC,133,POR,116,34.0,11,18,0.611,6,9,0.667,8,8,1.0,1,2,3,5,1,1,3,3,36,+7,.836,.778,.500,.444,3.4,5.2,4.4,23.2,1.4,2.5,12.2,31.7,151,120,16.7
Marcus Morris,20210406,LAC,1,LAC,133,POR,116,24.13,2,7,0.28600000000000003,1,6,0.16699999999999998,0,0,,0,4,4,0,1,0,0,2,5,-4,.357,.357,.857,.000,0.0,14.7,8.3,0.0,2.0,0.0,0.0,12.7,74,116,-7.9
Ivica Zubac,20210406,LAC,1,LAC,133,POR,116,24.02,5,7,0.7140000000000001,0,0,,1,2,0.5,1,4,5,2,0,0,0,2,11,-3,.698,.714,.000,.286,4.8,14.8,10.4,11.1,0.0,0.0,0.0,14.4,152,121,2.3
Patrick Beverley,20210406,LAC,1,LAC,133,POR,116,20.13,2,7,0.28600000000000003,2,5,0.4,2,2,1.0,0,4,4,3,1,0,0,4,8,-1,.508,.429,.714,.286,0.0,17.7,9.9,17.3,2.4,0.0,0.0,17.2,123,114,1.0
Reggie Jackson,20210406,LAC,1,LAC,133,POR,116,25.57,8,12,0.667,4,6,0.667,3,3,1.0,0,3,3,2,1,1,0,4,23,+25,.863,.833,.500,.250,0.0,10.4,5.9,12.1,1.9,3.4,0.0,22.9,173,116,15.2
Nicolas Batum,20210406,LAC,1,LAC,133,POR,116,20.57,2,5,0.4,1,4,0.25,0,0,,0,6,6,2,1,0,0,2,5,+22,.500,.500,.800,.000,0.0,25.9,14.6,11.3,2.4,0.0,0.0,10.7,118,111,1.0
Patrick Patterson,20210406,LAC,1,LAC,133,POR,116,19.53,2,5,0.4,1,3,0.33299999999999996,0,0,,1,4,5,0,0,0,0,1,5,+26,.500,.500,.600,.000,5.9,18.2,12.8,0.0,0.0,0.0,0.0,11.3,113,119,-4.1
Rajon Rondo,20210406,LAC,1,LAC,133,POR,116,15.0,1,4,0.25,0,2,0.0,0,0,,2,0,2,1,0,1,2,2,2,+9,.250,.250,.500,.000,15.2,0.0,6.7,7.5,0.0,5.7,33.3,17.6,70,123,-13.6
Terance Mann,20210406,LAC,1,LAC,133,POR,116,9.88,0,1,0.0,0,1,0.0,2,2,1.0,0,0,0,0,0,2,0,0,2,-1,.532,.000,1.000,2.000,0.0,0.0,0.0,0.0,0.0,17.3,0.0,8.4,121,117,3.3
DeMarcus Cousins,20210406,LAC,1,LAC,133,POR,116,7.62,3,4,0.75,0,0,,1,4,0.25,2,2,4,2,0,0,1,2,7,-7,.608,.750,.000,1.000,30.0,23.3,26.3,46.5,0.0,0.0,14.8,39.0,126,117,4.4
Luke Kennard,20210406,LAC,1,LAC,133,POR,116,3.3,0,1,0.0,0,1,0.0,0,0,,0,0,0,0,0,0,0,0,0,-1,.000,.000,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.3,0,127,-20.3
