Name,Date,Team,Home,W,W_PTS,L,L_PTS,MP,FG,FGA,FG_perc,3P,3PA,3P_perc,FT,FT_perc,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+-,TS_perc,eFG_perc,3PAr,FTA,FTr,ORB_perc,DRB_perc,TRB_perc,AST_perc,STL_perc,BLK_perc,TOV_perc,USG_perc,ORtg,DRtg,BPM
Damian Lillard,20210505,POR,0,POR,141,CLE,105,31.32,10,17,0.588,6,10,0.6,6,7,0.857,0,3,3,9,2,0,2,1,32,+14,.797,.765,.588,.412,0.0,8.4,4.8,36.6,3.1,0.0,9.1,29.9,159,108,17.8
CJ McCollum,20210505,POR,0,POR,141,CLE,105,31.28,3,14,0.214,1,5,0.2,3,4,0.75,0,1,1,5,1,1,1,1,10,+22,.317,.250,.357,.286,0.0,2.8,1.6,15.9,1.5,2.8,6.0,22.8,87,111,-10.7
Robert Covington,20210505,POR,0,POR,141,CLE,105,26.4,3,7,0.429,3,7,0.429,0,0,,1,4,5,1,1,1,0,4,9,+1,.643,.643,1.000,.000,4.4,13.2,9.5,3.8,1.8,3.4,0.0,11.3,146,106,1.6
Jusuf Nurkić,20210505,POR,0,POR,141,CLE,105,20.6,6,10,0.6,1,1,1.0,2,4,0.5,3,8,11,3,0,4,1,3,15,+1,.638,.650,.100,.400,17.0,33.9,26.7,17.9,0.0,17.3,7.8,26.3,139,93,10.8
Derrick Jones Jr.,20210505,POR,0,POR,141,CLE,105,20.28,2,2,1.0,0,0,,1,2,0.5,0,1,1,0,0,0,3,4,5,+2,.868,1.000,.000,1.000,0.0,4.3,2.5,0.0,0.0,0.0,51.0,12.3,71,115,-12.6
Anfernee Simons,20210505,POR,0,POR,141,CLE,105,25.05,4,6,0.667,2,2,1.0,0,0,,0,3,3,1,0,0,1,1,10,+26,.833,.833,.333,.000,0.0,10.5,6.0,4.2,0.0,0.0,14.3,11.9,141,114,-1.1
Carmelo Anthony,20210505,POR,0,POR,141,CLE,105,21.7,5,8,0.625,2,4,0.5,4,4,1.0,0,5,5,3,1,1,1,3,16,+29,.820,.750,.500,.500,0.0,20.1,11.5,15.8,2.2,4.1,9.3,21.1,160,102,11.0
Enes Freedom,20210505,POR,0,POR,141,CLE,105,21.35,9,11,0.818,0,0,,0,0,,5,8,13,0,0,1,0,1,18,+30,.818,.818,.000,.000,27.4,32.7,30.4,0.0,0.0,4.2,0.0,21.9,176,103,9.3
Nassir Little,20210505,POR,0,POR,141,CLE,105,14.1,3,3,1.0,1,1,1.0,1,1,1.0,1,1,2,0,0,0,0,0,8,+28,1.163,1.167,.333,.333,8.3,6.2,7.1,0.0,0.0,0.0,0.0,10.4,234,116,8.3
Harry Giles,20210505,POR,0,POR,141,CLE,105,6.02,3,5,0.6,0,2,0.0,0,1,0.0,0,0,0,1,1,1,0,1,6,+5,.551,.600,.400,.200,0.0,0.0,0.0,27.4,8.0,14.8,0.0,38.4,119,88,9.3
Rondae Hollis-Jefferson,20210505,POR,0,POR,141,CLE,105,6.02,2,3,0.667,0,0,,0,0,,0,3,3,1,0,0,0,0,4,+5,.667,.667,.000,.000,0.0,43.5,24.9,21.5,0.0,0.0,0.0,21.2,148,102,8.0
CJ Elleby,20210505,POR,0,POR,141,CLE,105,5.92,1,2,0.5,0,0,,2,2,1.0,1,2,3,2,0,0,0,0,4,+5,.694,.500,.000,1.000,19.8,29.5,25.4,36.1,0.0,0.0,0.0,20.7,178,107,16.9
T.J. Leaf,20210505,POR,0,POR,141,CLE,105,4.98,2,3,0.667,0,0,,0,0,,0,2,2,0,1,0,0,1,4,+6,.000,.000,1.000,.000,0.0,35.0,20.1,0.0,0.0,0.0,50.0,17.0,0,105,-21.8
Keljin Blevins,20210505,POR,0,POR,141,CLE,105,4.98,0,1,0.0,0,1,0.0,0,0,,0,2,2,0,0,0,1,0,0,+6,.667,.667,.000,.000,0.0,35.0,20.1,0.0,9.7,0.0,0.0,25.6,132,81,7.8
Norman Powell,20210505,POR,0,POR,141,CLE,105,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
