Name,Date,Team,Home,W,W_PTS,L,L_PTS,MP,FG,FGA,FG_perc,3P,3PA,3P_perc,FT,FT_perc,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+-,TS_perc,eFG_perc,3PAr,FTA,FTr,ORB_perc,DRB_perc,TRB_perc,AST_perc,STL_perc,BLK_perc,TOV_perc,USG_perc,ORtg,DRtg,BPM
Devin Booker,20210321,PHO,1,PHO,111,LAL,94,33.57,11,22,0.5,1,5,0.2,3,6,0.5,3,6,9,4,1,0,1,2,26,+21,.528,.523,.227,.273,10.0,17.5,14.0,21.8,1.5,0.0,3.9,34.2,111,98,4.4
Mikal Bridges,20210321,PHO,1,PHO,111,LAL,94,33.47,5,9,0.556,0,2,0.0,0,0,,1,5,6,1,1,1,0,2,10,+25,.556,.556,.222,.000,3.3,14.6,9.4,4.1,1.5,2.4,0.0,12.1,117,96,-0.2
Chris Paul,20210321,PHO,1,PHO,111,LAL,94,32.4,3,11,0.273,0,3,0.0,5,6,0.833,1,9,10,13,3,1,2,2,11,+8,.403,.273,.273,.545,3.4,27.2,16.1,51.3,4.5,2.5,12.8,21.6,109,87,7.6
Deandre Ayton,20210321,PHO,1,PHO,111,LAL,94,32.05,10,13,0.769,0,0,,6,7,0.857,3,5,8,2,0,1,0,2,26,+22,.808,.769,.000,.538,10.4,15.3,13.0,11.1,0.0,2.5,0.0,22.5,169,99,12.5
Jae Crowder,20210321,PHO,1,PHO,111,LAL,94,30.58,4,10,0.4,3,8,0.375,0,0,,0,5,5,2,1,1,0,1,11,+22,.550,.550,.800,.000,0.0,16.0,8.5,8.8,1.6,2.6,0.0,14.7,114,95,3.9
Cameron Payne,20210321,PHO,1,PHO,111,LAL,94,18.73,1,3,0.33299999999999996,1,2,0.5,2,2,1.0,0,1,1,4,0,0,2,3,5,+10,.644,.500,.667,.667,0.0,5.2,2.8,26.0,0.0,0.0,34.0,14.1,106,102,-5.0
Cameron Johnson,20210321,PHO,1,PHO,111,LAL,94,15.83,3,4,0.75,2,2,1.0,0,0,,0,3,3,0,0,2,1,1,8,-6,1.000,1.000,.500,.000,0.0,18.6,9.9,0.0,0.0,10.1,20.0,14.2,125,92,10.6
Dario Šarić,20210321,PHO,1,PHO,111,LAL,94,15.08,1,6,0.16699999999999998,0,3,0.0,2,2,1.0,0,2,2,2,0,0,2,2,4,-4,.291,.167,.500,.333,0.0,13.0,6.9,16.4,0.0,0.0,22.5,26.4,60,101,-16.0
Abdel Nader,20210321,PHO,1,PHO,111,LAL,94,10.82,2,2,1.0,1,1,1.0,0,0,,1,4,5,2,0,0,2,5,5,-5,1.250,1.250,.500,.000,10.3,36.2,24.1,26.8,0.0,0.0,50.0,16.6,117,95,2.3
Langston Galloway,20210321,PHO,1,PHO,111,LAL,94,8.88,1,4,0.25,1,4,0.25,0,0,,0,0,0,0,1,0,0,0,3,-4,.375,.375,1.000,.000,0.0,0.0,0.0,0.0,5.5,0.0,0.0,20.2,76,93,-2.0
Torrey Craig,20210321,PHO,1,PHO,111,LAL,94,6.85,1,1,1.0,0,0,,0,0,,0,1,1,0,0,0,0,3,2,-2,1.000,1.000,.000,.000,0.0,14.3,7.6,0.0,0.0,0.0,0.0,6.5,200,99,-6.7
Jevon Carter,20210321,PHO,1,PHO,111,LAL,94,0.87,0,1,0.0,0,1,0.0,0,0,,0,0,0,0,0,0,0,0,0,-1,.000,.000,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.7,0,104,-54.2
Jalen Smith,20210321,PHO,1,PHO,111,LAL,94,0.87,0,1,0.0,0,1,0.0,0,0,,0,1,1,0,0,0,0,1,0,-1,.000,.000,1.000,.000,0.0,100.0,60.2,0.0,0.0,0.0,0.0,51.7,0,76,-66.4
