Name,Date,Team,Home,W,W_PTS,L,L_PTS,MP,FG,FGA,FG_perc,3P,3PA,3P_perc,FT,FT_perc,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+-,TS_perc,eFG_perc,3PAr,FTA,FTr,ORB_perc,DRB_perc,TRB_perc,AST_perc,STL_perc,BLK_perc,TOV_perc,USG_perc,ORtg,DRtg,BPM
Isaac Okoro,20210127,CLE,1,CLE,122,DET,107,37.32,3,5,0.6,1,3,0.33299999999999996,3,3,1.0,1,1,2,6,2,0,1,4,10,+1,.791,.700,.600,.600,3.7,3.1,3.3,17.9,2.5,0.0,13.7,8.3,161,111,3.4
Collin Sexton,20210127,CLE,1,CLE,122,DET,107,34.77,10,14,0.7140000000000001,1,1,1.0,8,10,0.8,0,5,5,5,2,0,5,2,29,+25,.788,.750,.071,.714,0.0,16.4,9.0,20.8,2.7,0.0,21.4,28.6,129,106,4.9
Darius Garland,20210127,CLE,1,CLE,122,DET,107,31.3,6,11,0.545,2,2,1.0,0,0,,1,1,2,4,2,0,3,1,14,+2,.636,.636,.182,.000,4.4,3.7,4.0,16.2,3.0,0.0,21.4,19.0,111,110,-1.4
Andre Drummond,20210127,CLE,1,CLE,122,DET,107,28.02,9,24,0.375,0,0,,5,8,0.625,6,10,16,2,5,2,4,2,23,+6,.418,.375,.000,.333,29.4,40.8,35.6,10.9,8.4,6.2,12.7,47.7,91,82,-4.7
Cedi Osman,20210127,CLE,1,CLE,122,DET,107,26.88,4,8,0.5,2,5,0.4,0,0,,0,1,1,2,0,0,0,3,10,-12,.625,.625,.625,.000,0.0,4.3,2.3,9.0,0.0,0.0,0.0,12.6,136,116,-3.6
Taurean Prince,20210127,CLE,1,CLE,122,DET,107,30.02,6,10,0.6,3,6,0.5,1,2,0.5,0,7,7,5,0,2,1,4,16,+20,.735,.750,.600,.200,0.0,26.7,14.5,21.4,0.0,5.8,8.4,16.8,145,106,7.4
Dylan Windler,20210127,CLE,1,CLE,122,DET,107,21.92,3,6,0.5,2,4,0.5,0,0,,0,2,2,0,2,1,1,2,8,+29,.667,.667,.667,.000,0.0,10.4,5.7,0.0,4.3,4.0,14.3,13.6,110,103,1.1
Jarrett Allen,20210127,CLE,1,CLE,122,DET,107,19.98,5,7,0.7140000000000001,0,0,,0,0,,0,1,1,0,1,2,1,2,10,+9,.714,.714,.000,.000,0.0,5.7,3.1,0.0,2.4,8.7,12.5,17.0,118,106,-0.7
Damyean Dotson,20210127,CLE,1,CLE,122,DET,107,8.23,1,2,0.5,0,0,,0,0,,0,1,1,0,0,0,0,2,2,-1,.500,.500,.000,.000,0.0,13.9,7.6,0.0,0.0,0.0,0.0,10.3,103,113,-11.9
Dean Wade,20210127,CLE,1,CLE,122,DET,107,1.57,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-4,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,118,-7.2
Larry Nance Jr.,20210127,CLE,1,CLE,122,DET,107,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
