Name,Date,Team,Home,W,W_PTS,L,L_PTS,MP,FG,FGA,FG_perc,3P,3PA,3P_perc,FT,FT_perc,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+-,TS_perc,eFG_perc,3PAr,FTA,FTr,ORB_perc,DRB_perc,TRB_perc,AST_perc,STL_perc,BLK_perc,TOV_perc,USG_perc,ORtg,DRtg,BPM
Paul George,20210428,LAC,0,PHO,109,LAC,101,36.17,9,21,0.429,3,9,0.33299999999999996,4,6,0.667,0,10,10,4,3,0,5,5,25,-14,.529,.500,.429,.286,0.0,28.9,16.4,18.3,4.4,0.0,17.5,38.8,91,108,-0.6
Terance Mann,20210428,LAC,0,PHO,109,LAC,101,34.25,6,10,0.6,0,2,0.0,0,0,,1,5,6,0,2,0,0,3,12,-8,.600,.600,.200,.000,4.0,15.2,10.4,0.0,3.1,0.0,0.0,14.3,120,117,-0.5
Marcus Morris,20210428,LAC,0,PHO,109,LAC,101,33.67,6,12,0.5,3,7,0.429,1,1,1.0,0,4,4,1,1,0,1,1,16,-14,.643,.625,.583,.083,0.0,12.4,7.0,4.4,1.6,0.0,7.4,19.6,115,122,1.8
Reggie Jackson,20210428,LAC,0,PHO,109,LAC,101,30.52,4,11,0.364,2,5,0.4,0,0,,0,2,2,4,0,0,4,2,10,-14,.455,.455,.455,.000,0.0,6.8,3.9,18.1,0.0,0.0,26.7,24.1,76,128,-10.3
Ivica Zubac,20210428,LAC,0,PHO,109,LAC,101,25.2,7,9,0.778,0,0,,0,0,,3,4,7,3,0,0,1,0,14,-8,.778,.778,.000,.000,16.3,16.6,16.5,20.7,0.0,0.0,10.0,19.4,151,124,9.2
Rajon Rondo,20210428,LAC,0,PHO,109,LAC,101,24.92,4,8,0.5,1,3,0.33299999999999996,0,0,,0,4,4,7,2,0,2,3,9,0,.563,.563,.375,.000,0.0,16.8,9.5,40.5,4.3,0.0,20.0,19.7,113,114,2.9
Nicolas Batum,20210428,LAC,0,PHO,109,LAC,101,23.47,2,3,0.667,2,3,0.667,2,2,1.0,0,0,0,1,0,0,1,2,8,+8,1.031,1.000,1.000,.667,0.0,0.0,0.0,5.5,0.0,0.0,20.5,10.2,154,130,1.2
Luke Kennard,20210428,LAC,0,PHO,109,LAC,101,17.37,2,3,0.667,1,2,0.5,0,0,,0,1,1,3,0,0,0,0,5,0,.833,.833,.667,.000,0.0,6.0,3.4,23.4,0.0,0.0,0.0,8.5,178,128,6.8
Patrick Patterson,20210428,LAC,0,PHO,109,LAC,101,12.5,1,3,0.33299999999999996,0,0,,0,0,,1,1,2,0,0,0,0,0,2,+1,.333,.333,.000,.000,11.0,8.3,9.5,0.0,0.0,0.0,0.0,11.8,88,127,-7.7
Amir Coffey,20210428,LAC,0,PHO,109,LAC,101,0.65,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,+3,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,130,-6.2
Yogi Ferrell,20210428,LAC,0,PHO,109,LAC,101,0.65,0,0,,0,0,,0,0,,0,0,0,1,0,0,0,0,0,+3,,,,,0.0,0.0,0.0,100.0,0.0,0.0,,0.0,229,130,45.1
Daniel Oturu,20210428,LAC,0,PHO,109,LAC,101,0.65,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,+3,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,130,-5.1
