Name,Date,Team,Home,W,W_PTS,L,L_PTS,MP,FG,FGA,FG_perc,3P,3PA,3P_perc,FT,FT_perc,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+-,TS_perc,eFG_perc,3PAr,FTA,FTr,ORB_perc,DRB_perc,TRB_perc,AST_perc,STL_perc,BLK_perc,TOV_perc,USG_perc,ORtg,DRtg,BPM
De'Aaron Fox,20210104,SAC,0,GSW,137,SAC,106,30.8,7,17,0.41200000000000003,2,4,0.5,2,4,0.5,0,4,4,7,3,1,3,3,18,-15,.480,.471,.235,.235,0.0,14.2,6.2,47.2,4.3,2.9,13.8,28.0,94,117,2.3
Buddy Hield,20210104,SAC,0,GSW,137,SAC,106,29.98,3,12,0.25,3,11,0.273,1,2,0.5,0,6,6,1,0,1,2,2,10,-21,.388,.375,.917,.167,0.0,21.8,9.6,5.5,0.0,3.0,13.4,19.7,70,127,-9.7
Harrison Barnes,20210104,SAC,0,GSW,137,SAC,106,29.87,5,12,0.41700000000000004,1,5,0.2,7,8,0.875,1,8,9,1,1,0,0,0,18,-16,.580,.458,.417,.667,2.9,29.2,14.5,6.2,1.5,0.0,0.0,20.6,126,126,2.1
Marvin Bagley III,20210104,SAC,0,GSW,137,SAC,106,24.08,2,9,0.222,0,2,0.0,1,3,0.33299999999999996,3,6,9,0,0,0,3,3,5,-27,.242,.222,.222,.333,10.7,27.2,17.9,0.0,0.0,0.0,22.5,21.9,52,129,-20.1
Richaun Holmes,20210104,SAC,0,GSW,137,SAC,106,18.75,2,4,0.5,0,0,,0,0,,1,2,3,0,1,0,1,5,4,-9,.500,.500,.000,.000,4.6,11.6,7.7,0.0,2.3,0.0,20.0,10.6,85,125,-12.6
Cory Joseph,20210104,SAC,0,GSW,137,SAC,106,22.05,2,3,0.667,1,1,1.0,3,4,0.75,2,3,5,4,0,1,3,5,8,-30,.840,.833,.333,1.333,7.8,14.8,10.9,29.4,0.0,4.0,38.7,13.9,118,126,-1.8
Glenn Robinson III,20210104,SAC,0,GSW,137,SAC,106,18.73,1,4,0.25,1,3,0.33299999999999996,5,6,0.833,0,2,2,0,0,0,0,2,8,-14,.602,.375,.750,1.500,0.0,11.6,5.1,0.0,0.0,0.0,0.0,14.0,131,130,-5.1
Kyle Guy,20210104,SAC,0,GSW,137,SAC,106,16.0,2,6,0.33299999999999996,0,2,0.0,3,4,0.75,0,3,3,5,0,0,0,0,7,-3,.451,.333,.333,.667,0.0,20.5,9.0,53.6,0.0,0.0,0.0,19.2,117,130,1.8
Nemanja Bjelica,20210104,SAC,0,GSW,137,SAC,106,15.92,0,4,0.0,0,3,0.0,2,2,1.0,0,3,3,2,0,0,1,0,2,-18,.205,.000,.750,.500,0.0,20.6,9.0,17.7,0.0,0.0,17.0,14.6,53,130,-11.9
Hassan Whiteside,20210104,SAC,0,GSW,137,SAC,106,11.77,2,5,0.4,0,0,,4,5,0.8,1,1,2,0,0,3,1,0,8,-9,.556,.400,.000,1.000,7.3,9.3,8.2,0.0,0.0,22.7,12.2,27.6,106,107,2.0
Justin James,20210104,SAC,0,GSW,137,SAC,106,7.78,2,3,0.667,0,1,0.0,0,1,0.0,0,0,0,0,0,0,0,0,4,+1,.581,.667,.333,.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.5,105,131,-4.8
Chimezie Metu,20210104,SAC,0,GSW,137,SAC,106,4.75,3,4,0.75,1,1,1.0,0,0,,0,0,0,0,0,0,0,0,7,+2,.875,.875,.250,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.4,157,131,22.9
Robert Woodard II,20210104,SAC,0,GSW,137,SAC,106,4.75,2,6,0.33299999999999996,0,1,0.0,0,0,,3,3,6,0,0,0,0,0,4,+2,1.500,1.500,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.3,300,131,10.6
Jahmi'us Ramsey,20210104,SAC,0,GSW,137,SAC,106,4.75,1,1,1.0,1,1,1.0,0,0,,0,0,0,0,0,0,0,0,3,+2,.333,.333,.167,.000,54.1,68.9,60.6,0.0,0.0,0.0,0.0,50.0,91,127,-6.3
