Name,Date,Team,Home,W,W_PTS,L,L_PTS,MP,FG,FGA,FG_perc,3P,3PA,3P_perc,FT,FT_perc,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+-,TS_perc,eFG_perc,3PAr,FTA,FTr,ORB_perc,DRB_perc,TRB_perc,AST_perc,STL_perc,BLK_perc,TOV_perc,USG_perc,ORtg,DRtg,BPM
Will Barton,20191203,DEN,1,LAL,105,DEN,96,37.47,2,11,0.182,1,8,0.125,0,0,,0,6,6,4,1,0,0,5,5,-2,.227,.227,.727,.000,0.0,18.3,8.4,14.9,1.3,0.0,0.0,12.9,61,108,-7.3
Jamal Murray,20191203,DEN,1,LAL,105,DEN,96,35.73,8,17,0.47100000000000003,0,3,0.0,6,6,1.0,0,5,5,5,2,1,1,0,22,-7,.560,.471,.176,.353,0.0,16.0,7.4,25.6,2.7,2.2,4.8,25.3,113,105,8.8
Nikola Jokić,20191203,DEN,1,LAL,105,DEN,96,34.4,4,12,0.33299999999999996,0,2,0.0,5,6,0.833,1,4,5,8,3,0,5,4,13,-6,.444,.333,.167,.500,2.8,13.3,7.7,35.5,4.3,0.0,25.5,25.0,82,103,0.4
Gary Harris,20191203,DEN,1,LAL,105,DEN,96,32.85,4,9,0.444,1,3,0.33299999999999996,0,0,,1,0,1,0,1,0,1,2,9,-4,.500,.500,.333,.000,3.0,0.0,1.6,0.0,1.5,0.0,10.0,13.3,88,114,-4.7
Paul Millsap,20191203,DEN,1,LAL,105,DEN,96,29.98,8,14,0.5710000000000001,2,3,0.667,3,3,1.0,2,6,8,2,1,1,3,4,21,-2,.685,.643,.214,.214,6.5,22.9,14.1,13.2,1.6,2.7,16.4,26.8,112,104,7.5
Jerami Grant,20191203,DEN,1,LAL,105,DEN,96,18.02,2,4,0.5,1,3,0.33299999999999996,0,0,,1,1,2,2,0,1,0,2,5,-7,.625,.625,.750,.000,5.4,6.3,5.9,16.8,0.0,4.4,0.0,9.7,136,112,4.1
Mason Plumlee,20191203,DEN,1,LAL,105,DEN,96,13.6,2,4,0.5,0,1,0.0,2,2,1.0,0,6,6,3,0,0,1,5,6,-3,.615,.500,.250,.500,0.0,50.4,23.3,35.4,0.0,0.0,17.0,19.0,114,98,2.3
Malik Beasley,20191203,DEN,1,LAL,105,DEN,96,13.33,3,11,0.273,0,3,0.0,0,0,,0,0,0,0,0,0,0,0,6,-3,.273,.273,.273,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.2,54,117,-17.0
Juancho Hernangómez,20191203,DEN,1,LAL,105,DEN,96,12.35,2,5,0.4,0,2,0.0,0,0,,2,0,2,0,1,0,0,1,4,-9,.400,.400,.400,.000,15.9,0.0,8.5,0.0,4.0,0.0,0.0,17.8,96,108,-2.1
Monte Morris,20191203,DEN,1,LAL,105,DEN,96,12.27,2,4,0.5,1,1,1.0,0,0,,0,0,0,2,0,1,0,2,5,-2,.625,.625,.250,.000,0.0,0.0,0.0,26.8,0.0,6.5,0.0,14.3,129,113,6.1
