Name,Date,Team,Home,W,W_PTS,L,L_PTS,MP,FG,FGA,FG_perc,3P,3PA,3P_perc,FT,FT_perc,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+-,TS_perc,eFG_perc,3PAr,FTA,FTr,ORB_perc,DRB_perc,TRB_perc,AST_perc,STL_perc,BLK_perc,TOV_perc,USG_perc,ORtg,DRtg,BPM
Nikola Vučević,20191026,ORL,0,ATL,103,ORL,99,31.18,7,19,0.368,0,4,0.0,2,2,1.0,4,6,10,1,1,1,2,3,16,-8,.402,.368,.211,.105,10.3,24.3,15.7,6.4,1.6,2.9,9.1,28.0,88,103,-3.5
Aaron Gordon,20191026,ORL,0,ATL,103,ORL,99,30.43,4,10,0.4,0,2,0.0,2,2,1.0,4,3,7,3,2,0,1,0,10,-11,.460,.400,.200,.200,10.5,12.5,11.3,16.5,3.2,0.0,8.4,15.6,109,104,3.0
Evan Fournier,20191026,ORL,0,ATL,103,ORL,99,29.7,8,18,0.444,1,6,0.16699999999999998,6,7,0.857,0,3,3,2,1,0,2,2,23,-12,.546,.472,.333,.389,0.0,12.8,4.9,14.6,1.6,0.0,8.7,31.0,109,107,3.7
Jonathan Isaac,20191026,ORL,0,ATL,103,ORL,99,25.27,3,10,0.3,0,3,0.0,2,2,1.0,1,3,4,0,1,4,1,0,8,+1,.368,.300,.300,.200,3.2,15.0,7.8,0.0,1.9,14.1,8.4,18.7,79,97,-1.0
D.J. Augustin,20191026,ORL,0,ATL,103,ORL,99,23.68,5,11,0.455,0,1,0.0,4,4,1.0,2,0,2,4,0,0,1,0,14,-14,.549,.455,.091,.364,6.8,0.0,4.1,32.6,0.0,0.0,7.3,23.2,121,113,4.4
Markelle Fultz,20191026,ORL,0,ATL,103,ORL,99,24.32,4,11,0.364,2,6,0.33299999999999996,2,2,1.0,2,1,3,3,0,0,0,4,12,+10,.505,.455,.545,.182,6.6,5.2,6.0,21.8,0.0,0.0,0.0,19.5,124,111,1.1
Terrence Ross,20191026,ORL,0,ATL,103,ORL,99,23.67,1,8,0.125,1,6,0.16699999999999998,5,5,1.0,0,4,4,1,0,0,1,1,8,+6,.392,.188,.750,.625,0.0,21.3,8.3,6.2,0.0,0.0,8.9,18.9,87,109,-7.3
Al-Farouq Aminu,20191026,ORL,0,ATL,103,ORL,99,21.43,0,3,0.0,0,0,,1,2,0.5,2,2,4,0,0,0,0,2,1,+10,.129,.000,.000,.667,7.5,11.8,9.1,0.0,0.0,0.0,0.0,7.2,58,110,-10.7
Michael Carter-Williams,20191026,ORL,0,ATL,103,ORL,99,16.68,2,6,0.33299999999999996,1,2,0.5,0,0,,1,3,4,1,3,1,1,3,5,-4,.417,.417,.333,.000,4.8,22.7,11.7,9.8,8.7,5.3,14.3,16.7,86,85,6.0
Mo Bamba,20191026,ORL,0,ATL,103,ORL,99,13.63,1,3,0.33299999999999996,0,1,0.0,0,0,,1,4,5,0,0,1,1,0,2,+2,.333,.333,.333,.000,5.9,37.1,18.0,0.0,0.0,6.5,25.0,11.7,63,102,-6.9
