Name,Date,Team,Home,W,W_PTS,L,L_PTS,MP,FG,FGA,FG_perc,3P,3PA,3P_perc,FT,FT_perc,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+-,TS_perc,eFG_perc,3PAr,FTA,FTr,ORB_perc,DRB_perc,TRB_perc,AST_perc,STL_perc,BLK_perc,TOV_perc,USG_perc,ORtg,DRtg,BPM
Brandon Ingram,20200304,NOP,0,DAL,127,NOP,123,41.42,11,22,0.5,3,8,0.375,2,3,0.667,1,4,5,4,1,1,3,6,27,+8,.579,.568,.364,.136,2.2,11.9,6.3,14.2,1.1,2.8,11.4,25.4,110,113,1.8
Lonzo Ball,20200304,NOP,0,DAL,127,NOP,123,39.73,9,19,0.474,7,11,0.636,0,0,,3,8,11,6,2,1,2,2,25,-1,.658,.658,.579,.000,6.9,24.8,14.5,21.1,2.3,3.0,9.5,21.1,132,108,12.7
Jrue Holiday,20200304,NOP,0,DAL,127,NOP,123,37.25,8,19,0.42100000000000004,3,9,0.33299999999999996,0,0,,2,4,6,6,2,0,3,5,19,+5,.500,.500,.474,.000,4.9,13.2,8.5,22.1,2.5,0.0,13.6,23.6,103,111,0.3
Zion Williamson,20200304,NOP,0,DAL,127,NOP,123,34.93,9,18,0.5,0,0,,3,5,0.6,2,4,6,3,0,0,2,2,21,+1,.520,.500,.000,.278,5.2,14.1,9.0,12.5,0.0,0.0,9.0,25.4,106,117,-1.7
Derrick Favors,20200304,NOP,0,DAL,127,NOP,123,31.55,5,8,0.625,0,1,0.0,0,2,0.0,6,8,14,2,1,1,1,2,10,+10,.563,.625,.125,.250,17.4,31.3,23.3,8.1,1.5,3.7,10.1,12.5,126,109,2.0
Nicolò Melli,20200304,NOP,0,DAL,127,NOP,123,26.18,1,9,0.111,1,7,0.14300000000000002,0,0,,1,3,4,3,1,0,2,5,3,-10,.167,.167,.778,.000,3.5,14.1,8.0,12.7,1.8,0.0,18.2,16.8,52,113,-13.0
Frank Jackson,20200304,NOP,0,DAL,127,NOP,123,21.02,4,7,0.5710000000000001,3,5,0.6,1,1,1.0,0,2,2,1,0,0,0,0,12,-2,.806,.786,.714,.143,0.0,11.7,5.0,6.3,0.0,0.0,0.0,14.1,164,118,7.6
E'Twaun Moore,20200304,NOP,0,DAL,127,NOP,123,15.7,2,5,0.4,0,2,0.0,0,0,,0,0,0,1,1,1,1,1,4,-9,.400,.400,.400,.000,0.0,0.0,0.0,7.8,3.0,7.5,16.7,15.2,76,107,-3.4
Josh Hart,20200304,NOP,0,DAL,127,NOP,123,13.23,1,6,0.16699999999999998,0,3,0.0,0,0,,0,4,4,2,0,0,0,0,2,-16,.167,.167,.500,.000,0.0,37.3,15.9,17.4,0.0,0.0,0.0,18.1,59,114,-8.9
Jaxson Hayes,20200304,NOP,0,DAL,127,NOP,123,3.98,0,1,0.0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-6,.000,.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0,120,-16.8
