Name,Date,Team,Home,W,W_PTS,L,L_PTS,MP,FG,FGA,FG_perc,3P,3PA,3P_perc,FT,FT_perc,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+-,TS_perc,eFG_perc,3PAr,FTA,FTr,ORB_perc,DRB_perc,TRB_perc,AST_perc,STL_perc,BLK_perc,TOV_perc,USG_perc,ORtg,DRtg,BPM
Bruce Brown,20200308,DET,0,NYK,96,DET,84,37.0,7,14,0.5,2,4,0.5,0,0,,1,3,4,6,0,0,2,1,16,0,.571,.571,.286,.000,3.0,9.1,6.0,39.1,0.0,0.0,12.5,20.6,107,115,1.6
Christian Wood,20200308,DET,0,NYK,96,DET,84,33.08,8,13,0.615,1,3,0.33299999999999996,5,6,0.833,1,7,8,2,2,0,2,1,22,-8,.703,.654,.231,.462,3.4,23.6,13.5,16.7,3.2,0.0,11.3,25.4,122,102,9.4
Tony Snell,20200308,DET,0,NYK,96,DET,84,28.57,1,9,0.111,1,7,0.14300000000000002,1,1,1.0,1,4,5,3,0,1,1,2,4,+4,.212,.167,.778,.111,3.9,15.6,9.8,18.5,0.0,2.7,9.6,17.4,58,110,-10.3
Svi Mykhailiuk,20200308,DET,0,NYK,96,DET,84,26.33,3,7,0.429,2,6,0.33299999999999996,1,2,0.5,0,5,5,5,1,0,2,3,9,+2,.571,.571,.857,.286,0.0,21.2,10.6,38.7,2.0,0.0,20.2,17.9,100,105,0.6
John Henson,20200308,DET,0,NYK,96,DET,84,14.6,1,2,0.5,0,1,0.0,1,2,0.5,0,1,1,1,0,0,2,4,3,+1,.521,.500,.500,1.000,0.0,7.6,3.8,12.8,0.0,0.0,41.0,15.9,65,114,-16.4
Thon Maker,20200308,DET,0,NYK,96,DET,84,27.6,1,5,0.2,0,0,,1,2,0.5,0,4,4,1,3,1,0,2,3,-15,.255,.200,.000,.400,0.0,16.2,8.1,6.4,5.8,2.8,0.0,10.2,60,97,-3.6
Langston Galloway,20200308,DET,0,NYK,96,DET,84,23.7,3,8,0.375,2,5,0.4,1,1,1.0,1,2,3,2,1,0,0,1,9,-10,.533,.500,.625,.125,4.7,9.4,7.1,17.7,2.3,0.0,0.0,17.0,113,109,2.9
Jordan McRae,20200308,DET,0,NYK,96,DET,84,20.42,1,10,0.1,1,7,0.14300000000000002,5,8,0.625,0,3,3,0,0,0,1,2,8,-20,.296,.150,.700,.800,0.0,16.4,8.2,0.0,0.0,0.0,6.9,33.9,58,111,-18.2
Sekou Doumbouya,20200308,DET,0,NYK,96,DET,84,15.8,2,6,0.33299999999999996,0,1,0.0,0,0,,0,1,1,1,1,0,0,1,4,-8,.333,.333,.167,.000,0.0,7.1,3.5,13.3,3.4,0.0,0.0,18.1,71,108,-5.7
Khyri Thomas,20200308,DET,0,NYK,96,DET,84,12.9,2,6,0.33299999999999996,2,4,0.5,0,0,,1,0,1,0,0,0,1,2,6,-6,.500,.500,.667,.000,8.7,0.0,4.3,0.0,0.0,0.0,14.3,25.9,81,117,-7.5
