Name,Date,Team,Home,W,W_PTS,L,L_PTS,MP,FG,FGA,FG_perc,3P,3PA,3P_perc,FT,FT_perc,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+-,TS_perc,eFG_perc,3PAr,FTA,FTr,ORB_perc,DRB_perc,TRB_perc,AST_perc,STL_perc,BLK_perc,TOV_perc,USG_perc,ORtg,DRtg,BPM
Damion Lee,20191227,GSW,1,GSW,105,PHO,96,36.05,5,13,0.385,1,4,0.25,5,5,1.0,1,7,8,2,3,0,2,2,16,+8,.526,.423,.308,.385,2.7,22.7,11.8,8.5,4.0,0.0,11.6,20.3,103,91,0.9
D'Angelo Russell,20191227,GSW,1,GSW,105,PHO,96,35.1,10,25,0.4,4,11,0.364,7,8,0.875,0,5,5,6,1,0,1,2,31,+19,.543,.480,.440,.320,0.0,16.7,7.6,33.7,1.4,0.0,3.4,35.7,116,99,9.3
Glenn Robinson III,20191227,GSW,1,GSW,105,PHO,96,34.78,4,7,0.5710000000000001,0,0,,4,4,1.0,3,3,6,1,3,0,2,3,12,+9,.685,.571,.000,.571,8.4,10.1,9.2,4.2,4.2,0.0,18.6,13.1,124,94,1.2
Draymond Green,20191227,GSW,1,GSW,105,PHO,96,32.47,4,14,0.28600000000000003,2,5,0.4,1,2,0.5,3,4,7,4,0,3,1,4,11,+6,.370,.357,.357,.143,9.1,14.4,11.5,18.4,0.0,10.6,6.3,20.8,92,97,-1.0
Willie Cauley-Stein,20191227,GSW,1,GSW,105,PHO,96,25.05,4,6,0.667,0,0,,1,3,0.33299999999999996,2,2,4,1,2,0,0,3,9,+12,.615,.667,.000,.500,7.8,9.3,8.5,6.3,3.9,0.0,0.0,12.4,134,95,1.6
Alec Burks,20191227,GSW,1,GSW,105,PHO,96,25.45,5,14,0.35700000000000004,1,3,0.33299999999999996,2,3,0.667,0,5,5,1,1,0,0,1,13,+3,.424,.393,.214,.214,0.0,23.0,10.5,6.6,1.9,0.0,0.0,25.6,92,96,-2.9
Ky Bowman,20191227,GSW,1,GSW,105,PHO,96,20.87,2,7,0.28600000000000003,1,3,0.33299999999999996,0,0,,0,3,3,5,0,1,3,1,5,+4,.357,.357,.429,.000,0.0,16.8,7.7,34.4,0.0,5.5,30.0,20.4,70,99,-5.7
Marquese Chriss,20191227,GSW,1,GSW,105,PHO,96,13.45,1,1,1.0,0,0,,0,0,,1,0,1,1,0,0,1,1,2,-11,1.000,1.000,.000,.000,7.3,0.0,4.0,10.4,0.0,0.0,50.0,6.3,114,106,-6.5
Jacob Evans,20191227,GSW,1,GSW,105,PHO,96,12.02,1,2,0.5,0,0,,0,0,,0,1,1,1,0,0,0,0,2,-4,.500,.500,.000,.000,0.0,9.7,4.4,11.7,0.0,0.0,0.0,7.1,117,104,-3.1
Alen Smailagić,20191227,GSW,1,GSW,105,PHO,96,4.77,2,3,0.667,0,1,0.0,0,0,,1,0,1,0,0,1,0,0,4,-1,.667,.667,.333,.000,20.6,0.0,11.2,0.0,0.0,24.0,0.0,26.7,137,95,16.3
