Name,Date,Team,Home,W,W_PTS,L,L_PTS,MP,FG,FGA,FG_perc,3P,3PA,3P_perc,FT,FT_perc,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+-,TS_perc,eFG_perc,3PAr,FTA,FTr,ORB_perc,DRB_perc,TRB_perc,AST_perc,STL_perc,BLK_perc,TOV_perc,USG_perc,ORtg,DRtg,BPM
Nikola Vučević,20191030,ORL,1,ORL,95,NYK,83,33.85,8,17,0.47100000000000003,2,4,0.5,3,4,0.75,4,9,13,4,1,1,1,2,21,+24,.560,.529,.235,.235,11.8,26.6,19.2,22.1,1.6,2.8,5.1,27.9,125,90,10.4
Jonathan Isaac,20191030,ORL,1,ORL,95,NYK,83,31.67,4,6,0.667,0,1,0.0,2,2,1.0,1,6,7,4,0,3,2,0,10,+28,.727,.667,.167,.333,3.2,18.9,11.1,19.6,0.0,8.9,22.5,13.4,126,93,6.8
Aaron Gordon,20191030,ORL,1,ORL,95,NYK,83,28.17,6,13,0.462,3,6,0.5,0,0,,3,8,11,1,1,1,0,3,15,+17,.577,.577,.462,.000,10.7,28.4,19.5,6.4,2.0,3.3,0.0,22.1,129,88,7.9
Evan Fournier,20191030,ORL,1,ORL,95,NYK,83,28.15,5,12,0.41700000000000004,2,4,0.5,2,2,1.0,0,3,3,3,1,0,1,0,14,+23,.543,.500,.333,.167,0.0,10.7,5.3,18.0,2.0,0.0,7.2,23.6,113,97,2.5
D.J. Augustin,20191030,ORL,1,ORL,95,NYK,83,27.87,2,6,0.33299999999999996,1,4,0.25,0,0,,0,1,1,7,0,0,0,1,5,+17,.417,.417,.667,.000,0.0,3.6,1.8,35.9,0.0,0.0,0.0,10.3,130,104,-2.6
Al-Farouq Aminu,20191030,ORL,1,ORL,95,NYK,83,25.78,3,9,0.33299999999999996,2,3,0.667,1,2,0.5,2,6,8,1,0,1,1,2,9,-9,.455,.444,.333,.222,7.8,23.3,15.5,5.9,0.0,3.7,9.2,20.2,98,94,-2.5
Terrence Ross,20191030,ORL,1,ORL,95,NYK,83,22.32,1,10,0.1,0,6,0.0,0,0,,1,0,1,2,0,0,0,4,2,-13,.100,.100,.600,.000,4.5,0.0,2.2,12.3,0.0,0.0,0.0,21.4,45,104,-22.0
Markelle Fultz,20191030,ORL,1,ORL,95,NYK,83,20.13,3,6,0.5,0,1,0.0,1,2,0.5,0,1,1,1,1,0,2,3,7,-5,.509,.500,.167,.333,0.0,5.0,2.5,8.0,2.7,0.0,22.5,21.1,81,97,-10.3
Mo Bamba,20191030,ORL,1,ORL,95,NYK,83,14.15,4,7,0.5710000000000001,1,2,0.5,0,0,,1,2,3,0,0,0,0,1,9,-12,.643,.643,.286,.000,7.1,14.1,10.6,0.0,0.0,0.0,0.0,23.7,130,100,3.3
Michael Carter-Williams,20191030,ORL,1,ORL,95,NYK,83,7.92,1,2,0.5,1,1,1.0,0,0,,2,2,4,1,1,0,0,1,3,-10,.750,.750,.500,.000,25.3,25.3,25.3,19.6,7.0,0.0,0.0,12.1,179,81,20.1
