Name,Date,Team,Home,W,W_PTS,L,L_PTS,MP,FG,FGA,FG_perc,3P,3PA,3P_perc,FT,FT_perc,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+-,TS_perc,eFG_perc,3PAr,FTA,FTr,ORB_perc,DRB_perc,TRB_perc,AST_perc,STL_perc,BLK_perc,TOV_perc,USG_perc,ORtg,DRtg,BPM
Jimmy Butler,20191122,MIA,0,MIA,116,CHI,108,34.42,7,10,0.7,1,2,0.5,12,13,0.9229999999999999,1,4,5,7,4,0,3,2,27,+15,.859,.750,.200,1.300,3.9,11.4,8.2,33.4,5.7,0.0,16.0,23.7,156,105,15.1
Bam Adebayo,20191122,MIA,0,MIA,116,CHI,108,33.28,6,10,0.6,0,0,,4,4,1.0,4,10,14,6,3,1,4,0,16,+7,.680,.600,.000,.400,16.0,29.4,23.8,28.5,4.4,2.4,25.4,20.6,124,99,8.6
Duncan Robinson,20191122,MIA,0,MIA,116,CHI,108,31.28,3,9,0.33299999999999996,2,8,0.25,0,0,,1,2,3,2,1,0,0,1,8,-8,.444,.444,.889,.000,4.3,6.3,5.4,8.9,1.6,0.0,0.0,12.5,107,116,-4.4
Kendrick Nunn,20191122,MIA,0,MIA,116,CHI,108,25.62,8,14,0.5710000000000001,3,8,0.375,2,3,0.667,0,3,3,2,0,0,2,5,21,+1,.685,.679,.571,.214,0.0,11.5,6.6,15.6,0.0,0.0,11.5,29.4,116,117,-2.5
Meyers Leonard,20191122,MIA,0,MIA,116,CHI,108,18.52,4,6,0.667,1,2,0.5,0,0,,0,5,5,1,0,0,1,1,9,+8,.750,.750,.333,.000,0.0,26.5,15.2,9.1,0.0,0.0,14.3,16.4,117,112,0.5
Goran Dragić,20191122,MIA,0,MIA,116,CHI,108,28.35,5,11,0.455,3,5,0.6,3,4,0.75,0,2,2,7,1,0,4,0,16,+14,.627,.591,.455,.364,0.0,6.9,4.0,38.8,1.7,0.0,23.9,25.7,109,115,0.7
Tyler Herro,20191122,MIA,0,MIA,116,CHI,108,27.72,3,11,0.273,2,8,0.25,1,2,0.5,1,2,3,6,1,0,2,4,9,-1,.379,.364,.727,.182,4.8,7.1,6.1,30.7,1.8,0.0,14.4,21.8,94,115,-6.9
Kelly Olynyk,20191122,MIA,0,MIA,116,CHI,108,23.48,3,6,0.5,2,4,0.5,2,2,1.0,1,3,4,1,0,1,1,0,10,+11,.727,.667,.667,.333,5.7,12.5,9.6,6.2,0.0,3.4,12.7,14.6,130,115,1.6
Chris Silva,20191122,MIA,0,MIA,116,CHI,108,15.15,0,1,0.0,0,0,,0,0,,1,4,5,1,0,1,2,4,0,+1,.000,.000,.000,.000,8.8,25.9,18.6,8.1,0.0,5.3,66.7,8.6,42,108,-13.4
James Johnson,20191122,MIA,0,MIA,116,CHI,108,2.15,0,1,0.0,0,1,0.0,0,0,,0,0,0,0,0,0,0,0,0,-8,.000,.000,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.2,0,122,-29.2
