Name,Date,Team,Home,W,W_PTS,L,L_PTS,MP,FG,FGA,FG_perc,3P,3PA,3P_perc,FT,FT_perc,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+-,TS_perc,eFG_perc,3PAr,FTA,FTr,ORB_perc,DRB_perc,TRB_perc,AST_perc,STL_perc,BLK_perc,TOV_perc,USG_perc,ORtg,DRtg,BPM
Jamal Murray,20200311,DEN,0,DAL,113,DEN,97,38.48,10,22,0.455,3,11,0.273,2,2,1.0,0,6,6,5,1,0,4,2,25,-12,.546,.523,.500,.091,0.0,15.0,8.1,23.5,1.3,0.0,14.9,33.0,95,117,-0.8
Will Barton,20200311,DEN,0,DAL,113,DEN,97,37.82,9,17,0.529,4,9,0.444,1,2,0.5,0,6,6,3,1,1,0,0,23,+2,.643,.647,.529,.118,0.0,15.2,8.3,13.8,1.3,2.2,0.0,22.4,125,115,8.9
Nikola Jokić,20200311,DEN,0,DAL,113,DEN,97,33.72,7,10,0.7,0,2,0.0,0,0,,2,11,13,8,0,0,5,3,14,+5,.700,.700,.200,.000,6.8,31.3,20.1,39.2,0.0,0.0,33.3,21.0,112,114,2.0
Paul Millsap,20200311,DEN,0,DAL,113,DEN,97,33.52,5,11,0.455,2,5,0.4,0,1,0.0,1,7,8,3,1,1,2,4,12,+3,.524,.545,.455,.091,3.4,20.0,12.5,13.5,1.5,2.5,14.9,19.0,95,113,-0.6
Gary Harris,20200311,DEN,0,DAL,113,DEN,97,25.43,3,5,0.6,1,3,0.33299999999999996,1,2,0.5,0,0,0,1,0,0,1,1,8,-18,.680,.700,.600,.400,0.0,0.0,0.0,5.7,0.0,0.0,14.5,12.8,112,125,-3.5
Torrey Craig,20200311,DEN,0,DAL,113,DEN,97,18.98,1,3,0.33299999999999996,1,3,0.33299999999999996,0,0,,0,1,1,1,1,1,1,4,3,-1,.500,.500,1.000,.000,0.0,5.1,2.7,6.9,2.6,4.4,25.0,10.0,79,114,-3.4
Monte Morris,20200311,DEN,0,DAL,113,DEN,97,17.2,1,6,0.16699999999999998,1,3,0.33299999999999996,0,0,,0,0,0,1,1,0,0,0,3,-17,.250,.250,.500,.000,0.0,0.0,0.0,7.7,2.9,0.0,0.0,16.5,58,118,-7.9
Jerami Grant,20200311,DEN,0,DAL,113,DEN,97,16.92,3,4,0.75,2,3,0.667,1,1,1.0,0,2,2,0,0,0,0,3,9,-24,1.014,1.000,.750,.250,0.0,11.3,6.2,0.0,0.0,0.0,0.0,12.4,187,120,4.8
Mason Plumlee,20200311,DEN,0,DAL,113,DEN,97,13.2,0,2,0.0,0,0,,0,0,,0,3,3,1,0,1,2,2,0,-19,.000,.000,.000,.000,0.0,21.8,11.9,9.3,0.0,6.4,50.0,14.3,16,113,-15.8
Michael Porter Jr.,20200311,DEN,0,DAL,113,DEN,97,4.73,0,3,0.0,0,0,,0,0,,0,1,1,0,1,0,0,1,0,+1,.000,.000,.000,.000,0.0,20.3,11.0,0.0,10.4,0.0,0.0,30.0,0,94,-23.3
