Name,Date,Team,Home,W,W_PTS,L,L_PTS,MP,FG,FGA,FG_perc,3P,3PA,3P_perc,FT,FT_perc,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+-,TS_perc,eFG_perc,3PAr,FTA,FTr,ORB_perc,DRB_perc,TRB_perc,AST_perc,STL_perc,BLK_perc,TOV_perc,USG_perc,ORtg,DRtg,BPM
Zach LaVine,20200102,CHI,1,UTA,102,CHI,98,38.53,9,26,0.34600000000000003,3,11,0.273,5,6,0.833,1,3,4,5,1,1,4,3,26,+11,.454,.404,.423,.231,2.5,10.1,5.7,24.2,1.3,2.7,12.3,36.5,94,111,-0.4
Wendell Carter Jr.,20200102,CHI,1,UTA,102,CHI,98,35.92,7,12,0.583,1,2,0.5,3,4,0.75,6,7,13,4,0,0,4,3,18,+9,.654,.625,.167,.333,16.0,25.3,20.0,19.3,0.0,0.0,22.5,21.3,117,113,1.6
Tomáš Satoranský,20200102,CHI,1,UTA,102,CHI,98,34.07,3,7,0.429,0,3,0.0,2,2,1.0,0,0,0,4,2,0,0,1,8,+4,.508,.429,.429,.286,0.0,0.0,0.0,17.2,3.0,0.0,0.0,10.0,129,111,-1.9
Lauri Markkanen,20200102,CHI,1,UTA,102,CHI,98,32.05,6,16,0.375,4,10,0.4,2,2,1.0,4,4,8,2,1,0,0,0,18,+7,.533,.500,.625,.125,12.0,16.2,13.8,10.7,1.6,0.0,0.0,22.7,128,111,6.7
Kris Dunn,20200102,CHI,1,UTA,102,CHI,98,30.72,2,7,0.28600000000000003,1,2,0.5,0,0,,1,7,8,4,0,1,1,4,5,-2,.357,.357,.286,.000,3.1,29.6,14.4,18.5,0.0,3.4,12.5,11.2,93,110,-5.9
Coby White,20200102,CHI,1,UTA,102,CHI,98,23.63,3,11,0.273,0,4,0.0,0,1,0.0,2,2,4,2,2,0,0,3,6,-15,.262,.273,.364,.091,8.1,11.0,9.3,13.1,4.4,0.0,0.0,20.8,77,106,-7.0
Thaddeus Young,20200102,CHI,1,UTA,102,CHI,98,15.95,2,5,0.4,1,2,0.5,0,0,,0,4,4,0,1,1,0,0,5,-11,.500,.500,.400,.000,0.0,32.5,13.8,0.0,3.2,6.5,0.0,13.5,107,100,3.1
Daniel Gafford,20200102,CHI,1,UTA,102,CHI,98,12.08,2,5,0.4,0,0,,1,2,0.5,1,2,3,1,0,2,1,1,5,-13,.425,.400,.000,.400,7.9,21.5,13.7,13.7,0.0,17.3,14.5,24.5,88,102,-1.6
Shaquille Harrison,20200102,CHI,1,UTA,102,CHI,98,10.6,1,2,0.5,1,1,1.0,0,0,,0,0,0,0,1,0,0,0,3,-4,.750,.750,.500,.000,0.0,0.0,0.0,0.0,4.9,0.0,0.0,8.1,151,107,3.0
Denzel Valentine,20200102,CHI,1,UTA,102,CHI,98,6.45,2,3,0.667,0,1,0.0,0,0,,0,1,1,0,0,0,0,0,4,-6,.667,.667,.333,.000,0.0,20.1,8.6,0.0,0.0,0.0,0.0,20.0,130,114,2.2
