Name,Date,Team,Home,W,W_PTS,L,L_PTS,MP,FG,FGA,FG_perc,3P,3PA,3P_perc,FT,FT_perc,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+-,TS_perc,eFG_perc,3PAr,FTA,FTr,ORB_perc,DRB_perc,TRB_perc,AST_perc,STL_perc,BLK_perc,TOV_perc,USG_perc,ORtg,DRtg,BPM
Trae Young,20200212,ATL,0,CLE,127,ATL,105,37.13,8,17,0.47100000000000003,2,7,0.28600000000000003,9,11,0.818,0,3,3,12,2,0,4,4,27,-10,.618,.529,.412,.647,0.0,8.4,4.2,60.5,2.5,0.0,15.5,29.8,122,126,3.3
De'Andre Hunter,20200212,ATL,0,CLE,127,ATL,105,35.52,4,13,0.308,3,8,0.375,1,2,0.5,2,6,8,3,2,0,3,2,12,-16,.432,.423,.615,.154,5.8,17.6,11.6,13.3,2.7,0.0,17.8,20.4,83,122,-6.3
John Collins,20200212,ATL,0,CLE,127,ATL,105,34.1,9,12,0.75,1,2,0.5,4,4,1.0,0,4,4,3,1,1,3,4,23,-8,.836,.792,.167,.333,0.0,12.2,6.1,18.1,1.4,2.1,17.9,21.1,133,126,3.1
Kevin Huerter,20200212,ATL,0,CLE,127,ATL,105,30.32,4,12,0.33299999999999996,3,7,0.429,0,0,,0,1,1,2,1,0,4,3,11,-11,.458,.458,.583,.000,0.0,3.4,1.7,10.7,1.6,0.0,25.0,22.6,70,130,-12.8
Dewayne Dedmon,20200212,ATL,0,CLE,127,ATL,105,17.68,3,5,0.6,1,2,0.5,0,0,,1,3,4,1,3,3,1,4,7,+1,.700,.700,.400,.000,5.8,17.7,11.7,9.7,8.0,12.3,16.7,14.5,117,104,8.2
Cam Reddish,20200212,ATL,0,CLE,127,ATL,105,26.17,4,11,0.364,2,4,0.5,6,8,0.75,0,4,4,2,1,0,1,4,16,-26,.551,.455,.364,.727,0.0,16.0,7.9,12.8,1.8,0.0,6.4,25.4,111,125,-3.7
Brandon Goodwin,20200212,ATL,0,CLE,127,ATL,105,14.1,0,3,0.0,0,2,0.0,0,0,,1,2,3,1,0,0,0,1,0,-10,.000,.000,.667,.000,7.2,14.8,11.0,9.5,0.0,0.0,0.0,9.1,44,129,-15.8
Damian Jones,20200212,ATL,0,CLE,127,ATL,105,10.45,2,3,0.667,0,0,,0,0,,2,2,4,0,1,0,0,1,4,-5,.500,.500,.000,.000,19.5,20.0,19.8,0.0,0.0,7.0,0.0,8.2,135,123,-3.0
Bruno Fernando,20200212,ATL,0,CLE,127,ATL,105,10.45,1,2,0.5,0,0,,0,0,,2,2,4,0,0,1,0,0,2,-10,.667,.667,.000,.000,19.5,20.0,19.8,0.0,4.5,0.0,0.0,12.3,149,117,0.5
Jeff Teague,20200212,ATL,0,CLE,127,ATL,105,10.32,0,2,0.0,0,0,,0,0,,0,1,1,0,0,0,1,2,0,-5,.000,.000,.000,.000,0.0,10.1,5.0,0.0,0.0,0.0,33.3,12.5,0,130,-27.1
Vince Carter,20200212,ATL,0,CLE,127,ATL,105,8.37,1,3,0.33299999999999996,1,2,0.5,0,0,,1,1,2,0,0,0,0,1,3,-3,.500,.500,.667,.000,12.2,12.5,12.3,0.0,0.0,0.0,0.0,15.4,112,130,-6.3
Treveon Graham,20200212,ATL,0,CLE,127,ATL,105,5.4,0,1,0.0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-7,.000,.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.9,0,134,-17.1
