Name,Date,Team,Home,W,W_PTS,L,L_PTS,MP,FG,FGA,FG_perc,3P,3PA,3P_perc,FT,FT_perc,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+-,TS_perc,eFG_perc,3PAr,FTA,FTr,ORB_perc,DRB_perc,TRB_perc,AST_perc,STL_perc,BLK_perc,TOV_perc,USG_perc,ORtg,DRtg,BPM
P.J. Washington,20191213,CHO,0,CHO,83,CHI,73,37.95,6,17,0.353,0,3,0.0,1,2,0.5,1,9,10,2,1,3,2,2,13,+11,.364,.353,.176,.118,2.8,19.0,12.0,11.3,1.3,6.8,10.1,23.2,74,74,-1.0
Devonte' Graham,20191213,CHO,0,CHO,83,CHI,73,37.03,4,14,0.28600000000000003,2,9,0.222,6,6,1.0,0,5,5,7,3,0,7,3,16,+9,.481,.357,.643,.429,0.0,10.8,6.2,36.6,4.1,0.0,29.6,28.3,80,76,-1.4
Terry Rozier,20191213,CHO,0,CHO,83,CHI,73,36.2,5,15,0.33299999999999996,1,5,0.2,0,1,0.0,0,8,8,5,2,0,3,3,11,+10,.356,.367,.333,.067,0.0,17.7,10.1,28.4,2.8,0.0,16.3,22.6,71,76,-3.3
Miles Bridges,20191213,CHO,0,CHO,83,CHI,73,35.77,4,10,0.4,1,6,0.16699999999999998,4,4,1.0,2,7,9,1,1,1,3,3,13,+15,.553,.450,.600,.400,6.0,15.7,11.5,5.4,1.4,2.4,20.3,18.3,96,78,-0.2
Bismack Biyombo,20191213,CHO,0,CHO,83,CHI,73,24.02,4,6,0.667,0,0,,4,6,0.667,4,5,9,1,0,1,0,2,12,+11,.694,.667,.000,1.000,17.8,16.7,17.1,9.1,0.0,3.6,0.0,16.0,153,80,8.7
Cody Zeller,20191213,CHO,0,CHO,83,CHI,73,23.98,4,8,0.5,1,3,0.33299999999999996,2,2,1.0,3,7,10,2,0,0,0,1,11,-1,.619,.563,.375,.250,13.3,23.3,19.1,18.2,0.0,0.0,0.0,16.4,140,79,9.0
Michael Kidd-Gilchrist,20191213,CHO,0,CHO,83,CHI,73,20.05,1,4,0.25,0,1,0.0,0,0,,1,6,7,1,0,0,2,1,2,-1,.250,.250,.250,.000,5.3,23.9,16.0,8.7,0.0,0.0,33.3,13.3,48,79,-8.3
Cody Martin,20191213,CHO,0,CHO,83,CHI,73,15.95,1,2,0.5,1,2,0.5,0,0,,0,2,2,0,1,0,2,0,3,-1,.750,.750,1.000,.000,0.0,10.0,5.7,0.0,3.2,0.0,50.0,11.1,58,79,-2.8
Malik Monk,20191213,CHO,0,CHO,83,CHI,73,9.05,1,3,0.33299999999999996,0,2,0.0,0,0,,0,0,0,2,1,0,1,1,2,-3,.333,.333,.667,.000,0.0,0.0,0.0,43.0,5.6,0.0,25.0,19.6,69,78,-0.6
Nicolas Batum,20191213,CHO,0,CHO,83,CHI,73,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marvin Williams,20191213,CHO,0,CHO,83,CHI,73,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
