Name,Date,Team,Home,W,W_PTS,L,L_PTS,MP,FG,FGA,FG_perc,3P,3PA,3P_perc,FT,FT_perc,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+-,TS_perc,eFG_perc,3PAr,FTA,FTr,ORB_perc,DRB_perc,TRB_perc,AST_perc,STL_perc,BLK_perc,TOV_perc,USG_perc,ORtg,DRtg,BPM
Pascal Siakam,20191110,TOR,0,TOR,113,LAL,104,42.22,9,25,0.36,1,8,0.125,5,8,0.625,2,9,11,4,1,3,3,2,24,+15,.421,.380,.320,.320,5.1,20.9,13.3,13.9,1.1,5.3,9.5,32.1,87,100,-1.7
Fred VanVleet,20191110,TOR,0,TOR,113,LAL,104,38.55,8,18,0.444,4,9,0.444,3,4,0.75,0,7,7,10,2,0,3,1,23,-6,.582,.556,.500,.222,0.0,17.8,9.3,37.7,2.5,0.0,13.2,25.4,115,102,7.5
Marc Gasol,20191110,TOR,0,TOR,113,LAL,104,33.02,1,2,0.5,0,1,0.0,0,0,,1,6,7,2,0,0,3,2,2,+7,.500,.500,.500,.000,3.2,17.8,10.8,7.0,0.0,0.0,60.0,6.5,66,107,-6.6
OG Anunoby,20191110,TOR,0,TOR,113,LAL,104,26.35,2,6,0.33299999999999996,1,3,0.33299999999999996,2,2,1.0,0,3,3,0,1,0,1,3,7,-4,.509,.417,.500,.333,0.0,11.2,5.8,0.0,1.8,0.0,12.7,12.9,89,105,-5.1
Norman Powell,20191110,TOR,0,TOR,113,LAL,104,25.7,5,9,0.556,1,3,0.33299999999999996,3,3,1.0,1,4,5,2,0,2,1,1,14,+2,.678,.611,.333,.333,4.2,15.2,9.9,11.1,0.0,5.8,8.8,18.9,130,104,7.2
Chris Boucher,20191110,TOR,0,TOR,113,LAL,104,24.37,7,11,0.636,1,4,0.25,0,2,0.0,1,1,2,1,2,3,0,2,15,+3,.631,.682,.364,.182,4.4,4.0,4.2,6.7,3.9,9.2,0.0,21.0,124,97,10.3
Terence Davis,20191110,TOR,0,TOR,113,LAL,104,16.98,5,8,0.625,3,5,0.6,0,0,,1,4,5,3,0,0,1,1,13,+13,.813,.813,.625,.000,6.3,23.1,15.0,29.4,0.0,0.0,11.1,22.8,144,105,16.1
Rondae Hollis-Jefferson,20191110,TOR,0,TOR,113,LAL,104,15.27,4,6,0.667,0,0,,2,2,1.0,1,2,3,2,0,0,1,3,10,+6,.727,.667,.000,.333,7.0,12.8,10.0,20.7,0.0,0.0,12.7,22.2,135,108,4.4
Matt Thomas,20191110,TOR,0,TOR,113,LAL,104,14.55,2,3,0.667,1,2,0.5,0,1,0.0,0,0,0,2,0,0,0,2,5,+11,.727,.833,.667,.333,0.0,0.0,0.0,18.1,0.0,0.0,0.0,10.2,150,113,2.6
Stanley Johnson,20191110,TOR,0,TOR,113,LAL,104,2.97,0,1,0.0,0,1,0.0,0,0,,0,0,0,0,0,0,0,0,0,-2,.000,.000,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.5,0,114,-18.9
