Name,Date,Team,Home,W,W_PTS,L,L_PTS,MP,FG,FGA,FG_perc,3P,3PA,3P_perc,FT,FT_perc,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+-,TS_perc,eFG_perc,3PAr,FTA,FTr,ORB_perc,DRB_perc,TRB_perc,AST_perc,STL_perc,BLK_perc,TOV_perc,USG_perc,ORtg,DRtg,BPM
Jaylen Brown,20221227,BOS,1,BOS,126,HOU,102,34.82,14,26,0.5379999999999999,6,15,0.4,5,5,1.0,0,1,1,2,3,0,2,1,39,+21,.691,.654,.577,.192,0.0,2.6,1.4,11.6,4.2,0.0,6.6,37.5,124,104,10.2
Jayson Tatum,20221227,BOS,1,BOS,126,HOU,102,34.1,12,25,0.48,6,16,0.375,8,8,1.0,0,8,8,4,1,1,2,2,38,+12,.666,.600,.640,.320,0.0,21.2,11.5,21.6,1.4,2.8,6.6,38.7,126,101,11.2
Derrick White,20221227,BOS,1,BOS,126,HOU,102,29.92,2,6,0.33299999999999996,0,4,0.0,2,2,1.0,2,5,7,3,1,2,1,1,6,+22,.436,.333,.667,.333,7.1,15.1,11.5,12.1,1.6,6.4,12.7,11.4,111,101,-1.8
Marcus Smart,20221227,BOS,1,BOS,126,HOU,102,28.9,3,7,0.429,3,7,0.429,0,0,,0,1,1,6,3,0,1,1,9,+8,.643,.643,1.000,.000,0.0,3.1,1.7,26.2,5.0,0.0,12.5,12.0,133,101,4.5
Al Horford,20221227,BOS,1,BOS,126,HOU,102,24.58,1,5,0.2,1,4,0.25,0,0,,1,4,5,2,0,0,0,3,3,+2,.300,.300,.800,.000,4.3,14.7,10.0,9.5,0.0,0.0,0.0,8.8,97,108,-8.6
Grant Williams,20221227,BOS,1,BOS,126,HOU,102,25.27,2,5,0.4,2,4,0.5,2,2,1.0,0,1,1,2,0,1,1,2,8,+16,.680,.600,.800,.400,0.0,3.6,1.9,9.7,0.0,3.8,14.5,11.8,124,111,-2.1
Malcolm Brogdon,20221227,BOS,1,BOS,126,HOU,102,20.8,3,8,0.375,0,1,0.0,0,0,,1,5,6,8,0,0,1,0,6,+4,.375,.375,.125,.000,5.1,21.8,14.1,51.2,0.0,0.0,11.1,18.7,115,105,-0.6
Robert Williams,20221227,BOS,1,BOS,126,HOU,102,20.75,4,4,1.0,0,0,,3,4,0.75,5,10,15,2,0,1,0,1,11,+19,.955,1.000,.000,1.000,25.7,43.6,35.4,13.7,0.0,4.6,0.0,12.0,214,94,12.7
Sam Hauser,20221227,BOS,1,BOS,126,HOU,102,12.87,1,4,0.25,1,4,0.25,0,2,0.0,0,4,4,2,0,0,1,1,3,+7,.307,.375,1.000,.500,0.0,28.2,15.2,19.0,0.0,0.0,17.0,19.7,69,103,-10.7
Justin Jackson,20221227,BOS,1,BOS,126,HOU,102,2.67,1,1,1.0,1,1,1.0,0,0,,0,0,0,0,0,0,0,1,3,+3,1.500,1.500,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.2,300,114,22.3
Luke Kornet,20221227,BOS,1,BOS,126,HOU,102,2.67,0,0,,0,0,,0,0,,0,1,1,1,0,0,1,1,0,+3,,,,,0.0,34.0,18.4,41.9,0.0,0.0,100.0,16.2,53,100,-11.4
Noah Vonleh,20221227,BOS,1,BOS,126,HOU,102,2.67,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,+3,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,114,-6.9
