Name,Date,Team,Home,W,W_PTS,L,L_PTS,MP,FG,FGA,FG_perc,3P,3PA,3P_perc,FT,FT_perc,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+-,TS_perc,eFG_perc,3PAr,FTA,FTr,ORB_perc,DRB_perc,TRB_perc,AST_perc,STL_perc,BLK_perc,TOV_perc,USG_perc,ORtg,DRtg,BPM
Dennis Schröder,20230104,LAL,1,LAL,112,MIA,109,40.4,8,15,0.5329999999999999,4,7,0.5710000000000001,12,14,0.857,0,4,4,2,4,0,1,0,32,+6,.756,.667,.467,.933,0.0,10.1,5.6,7.8,4.8,0.0,4.5,23.7,153,106,12.6
Austin Reaves,20230104,LAL,1,LAL,112,MIA,109,32.05,3,11,0.273,0,4,0.0,5,5,1.0,1,4,5,3,0,0,2,3,11,+15,.417,.273,.364,.455,3.9,12.7,8.8,12.7,0.0,0.0,13.2,20.5,92,115,-9.8
Thomas Bryant,20230104,LAL,1,LAL,112,MIA,109,28.35,9,11,0.818,0,0,,3,3,1.0,3,6,9,1,0,1,2,1,21,+3,.852,.818,.000,.273,13.4,21.6,17.9,6.8,0.0,2.6,14.0,21.8,149,111,7.2
Patrick Beverley,20230104,LAL,1,LAL,112,MIA,109,26.12,2,5,0.4,0,2,0.0,0,0,,0,1,1,3,1,1,1,4,4,-7,.400,.400,.400,.000,0.0,3.9,2.2,15.2,1.8,2.8,16.7,9.9,90,112,-4.3
Juan Toscano-Anderson,20230104,LAL,1,LAL,112,MIA,109,22.65,1,2,0.5,0,1,0.0,0,0,,1,2,3,0,1,1,2,3,2,-16,.500,.500,.500,.000,5.6,9.0,7.5,0.0,2.1,3.2,50.0,7.6,61,110,-6.6
Russell Westbrook,20230104,LAL,1,LAL,112,MIA,109,35.92,8,18,0.444,2,6,0.33299999999999996,3,6,0.5,1,7,8,9,3,0,7,3,21,+12,.509,.500,.333,.333,3.5,19.9,12.6,41.0,4.0,0.0,25.3,33.2,92,104,-0.8
Wenyen Gabriel,20230104,LAL,1,LAL,112,MIA,109,19.65,4,6,0.667,1,1,1.0,1,2,0.5,0,4,4,0,0,1,1,3,10,0,.727,.750,.167,.333,0.0,20.8,11.5,0.0,0.0,3.7,12.7,17.3,121,110,-0.9
Kendrick Nunn,20230104,LAL,1,LAL,112,MIA,109,14.57,4,9,0.444,1,3,0.33299999999999996,0,0,,2,1,3,0,0,0,0,0,9,-6,.500,.500,.333,.000,17.3,7.0,11.6,0.0,0.0,0.0,0.0,26.7,113,117,-2.6
Troy Brown Jr.,20230104,LAL,1,LAL,112,MIA,109,13.55,1,2,0.5,0,1,0.0,0,0,,1,3,4,1,1,0,0,0,2,+9,.500,.500,.500,.000,9.3,22.6,16.7,9.7,3.6,0.0,0.0,6.4,137,104,4.0
Max Christie,20230104,LAL,1,LAL,112,MIA,109,6.75,0,2,0.0,0,2,0.0,0,0,,0,1,1,1,0,0,1,1,0,-1,.000,.000,1.000,.000,0.0,15.1,8.4,17.8,0.0,0.0,33.3,19.2,21,114,-21.2
Lonnie Walker IV,20230104,LAL,1,LAL,112,MIA,109,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
