Name,Date,Team,Home,W,W_PTS,L,L_PTS,MP,FG,FGA,FG_perc,3P,3PA,3P_perc,FT,FT_perc,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+-,TS_perc,eFG_perc,3PAr,FTA,FTr,ORB_perc,DRB_perc,TRB_perc,AST_perc,STL_perc,BLK_perc,TOV_perc,USG_perc,ORtg,DRtg,BPM
Royce O'Neale,20221122,BRK,0,PHI,115,BRK,106,39.12,4,4,1.0,3,3,1.0,0,0,,0,7,7,6,0,2,5,3,11,-13,1.375,1.375,.750,.000,0.0,16.8,10.2,18.8,0.0,3.7,55.6,11.0,108,124,0.9
Kevin Durant,20221122,BRK,0,PHI,115,BRK,106,36.77,9,14,0.643,0,1,0.0,2,2,1.0,0,5,5,5,0,2,3,0,20,-10,.672,.643,.071,.143,0.0,12.8,7.8,20.2,0.0,3.9,16.8,23.2,115,127,-0.8
Ben Simmons,20221122,BRK,0,PHI,115,BRK,106,32.38,4,7,0.5710000000000001,0,0,,3,6,0.5,2,5,7,11,3,3,3,3,11,-9,.571,.571,.000,.857,9.0,14.5,12.4,42.8,4.8,6.6,23.7,18.6,121,113,9.8
Kyrie Irving,20221122,BRK,0,PHI,115,BRK,106,30.53,10,18,0.556,2,8,0.25,1,1,1.0,0,2,2,2,1,2,2,0,23,-9,.624,.611,.444,.056,0.0,6.2,3.7,11.1,1.7,4.7,9.8,31.9,106,126,1.4
Nic Claxton,20221122,BRK,0,PHI,115,BRK,106,21.27,6,7,0.857,0,0,,0,0,,0,4,4,0,0,3,0,3,12,+1,.857,.857,.000,.000,0.0,17.7,10.7,0.0,0.0,10.1,0.0,15.7,160,120,2.6
Seth Curry,20221122,BRK,0,PHI,115,BRK,106,23.83,5,12,0.41700000000000004,2,6,0.33299999999999996,2,2,1.0,0,2,2,2,1,1,1,1,14,-8,.543,.500,.500,.167,0.0,7.9,4.8,11.9,2.2,3.0,7.2,27.8,102,125,-2.9
Joe Harris,20221122,BRK,0,PHI,115,BRK,106,23.03,1,8,0.125,1,7,0.14300000000000002,0,0,,0,2,2,0,0,0,1,1,3,-16,.188,.188,.875,.000,0.0,8.2,5.0,0.0,0.0,0.0,11.1,18.6,34,131,-23.0
Patty Mills,20221122,BRK,0,PHI,115,BRK,106,13.25,1,3,0.33299999999999996,1,3,0.33299999999999996,0,0,,1,0,1,2,0,0,0,2,3,0,.500,.500,1.000,.000,11.0,0.0,4.3,17.9,0.0,0.0,0.0,10.8,130,136,-6.2
Markieff Morris,20221122,BRK,0,PHI,115,BRK,106,4.12,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0,-6,,,,,0.0,22.9,13.9,0.0,0.0,0.0,,0.0,0,123,-8.5
Edmond Sumner,20221122,BRK,0,PHI,115,BRK,106,3.13,3,3,1.0,0,0,,1,1,1.0,0,0,0,0,0,0,0,0,7,+5,.291,.333,.000,.333,0.0,60.1,36.5,100.0,0.0,0.0,0.0,52.3,87,100,-7.6
David Duke Jr.,20221122,BRK,0,PHI,115,BRK,106,3.13,1,3,0.33299999999999996,0,0,,0,1,0.0,0,2,2,2,0,0,0,0,2,+5,.000,.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.2,0,136,-25.2
Kessler Edwards,20221122,BRK,0,PHI,115,BRK,106,3.13,0,1,0.0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,+5,,,,,46.4,0.0,18.2,0.0,0.0,0.0,,0.0,218,135,-19.5
Day'Ron Sharpe,20221122,BRK,0,PHI,115,BRK,106,3.13,0,0,,0,0,,0,0,,1,0,1,0,0,0,0,2,0,+5,1.017,1.000,.000,.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.3,206,136,37.2
Cam Thomas,20221122,BRK,0,PHI,115,BRK,106,3.13,0,0,,0,0,,0,0,,0,1,1,1,0,0,0,0,0,+5,,,,,0.0,30.0,18.2,34.8,0.0,0.0,,0.0,220,118,1.9
