Name,Date,Team,Home,W,W_PTS,L,L_PTS,MP,FG,FGA,FG_perc,3P,3PA,3P_perc,FT,FT_perc,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+-,TS_perc,eFG_perc,3PAr,FTA,FTr,ORB_perc,DRB_perc,TRB_perc,AST_perc,STL_perc,BLK_perc,TOV_perc,USG_perc,ORtg,DRtg,BPM
Luka Dončić,20221201,DAL,0,DET,131,DAL,125,41.03,13,25,0.52,7,14,0.5,2,6,0.33299999999999996,0,5,5,10,3,0,3,3,35,-13,.633,.660,.560,.240,0.0,16.6,7.9,44.2,3.7,0.0,9.8,35.4,123,123,10.6
Tim Hardaway Jr.,20221201,DAL,0,DET,131,DAL,125,40.23,9,20,0.45,6,14,0.429,2,4,0.5,2,3,5,2,2,1,0,4,26,0,.597,.600,.700,.200,6.1,10.1,8.0,7.7,2.5,2.2,0.0,25.6,122,125,2.3
Dorian Finney-Smith,20221201,DAL,0,DET,131,DAL,125,31.77,2,5,0.4,2,4,0.5,0,0,,0,2,2,2,1,0,1,2,6,-9,.600,.600,.800,.000,0.0,8.6,4.1,7.8,1.6,0.0,16.7,9.0,107,130,-4.3
Spencer Dinwiddie,20221201,DAL,0,DET,131,DAL,125,27.83,0,2,0.0,0,1,0.0,2,4,0.5,0,0,0,6,0,1,1,0,2,+7,.266,.000,.500,2.000,0.0,0.0,0.0,24.8,0.0,3.2,21.0,8.1,104,134,-7.3
Dwight Powell,20221201,DAL,0,DET,131,DAL,125,17.53,3,3,1.0,0,0,,1,4,0.25,0,1,1,0,0,1,4,4,7,-2,.735,1.000,.000,1.333,0.0,7.8,3.7,0.0,0.0,5.1,45.7,23.7,65,129,-17.5
Christian Wood,20221201,DAL,0,DET,131,DAL,125,34.58,10,13,0.769,1,2,0.5,4,6,0.667,1,7,8,3,0,0,2,3,25,-9,.799,.808,.154,.462,3.6,27.5,15.0,15.0,0.0,0.0,11.3,24.2,144,128,3.6
Maxi Kleber,20221201,DAL,0,DET,131,DAL,125,32.15,4,8,0.5,2,5,0.4,0,0,,0,3,3,1,0,4,1,3,10,-4,.625,.625,.625,.000,0.0,12.7,6.0,4.2,0.0,11.2,11.1,13.3,107,125,-1.5
Reggie Bullock,20221201,DAL,0,DET,131,DAL,125,22.23,2,4,0.5,1,3,0.33299999999999996,1,2,0.5,0,4,4,0,1,0,0,1,6,+8,.615,.625,.750,.500,0.0,24.4,11.6,0.0,2.3,0.0,0.0,10.4,118,124,-3.2
Josh Green,20221201,DAL,0,DET,131,DAL,125,15.13,3,5,0.6,0,2,0.0,0,0,,1,1,2,1,1,0,1,4,6,-5,.600,.600,.400,.000,8.1,9.0,8.5,9.9,3.4,0.0,16.7,18.8,110,124,-7.6
Dāvis Bertāns,20221201,DAL,0,DET,131,DAL,125,2.5,0,1,0.0,0,1,0.0,2,3,0.667,0,0,0,0,0,0,0,0,2,-3,.431,.000,1.000,3.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,94,136,-18.5
