Name,Date,Team,Home,W,W_PTS,L,L_PTS,MP,FG,FGA,FG_perc,3P,3PA,3P_perc,FT,FT_perc,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+-,TS_perc,eFG_perc,3PAr,FTA,FTr,ORB_perc,DRB_perc,TRB_perc,AST_perc,STL_perc,BLK_perc,TOV_perc,USG_perc,ORtg,DRtg,BPM
Killian Hayes,20221112,DET,1,BOS,117,DET,108,35.15,6,14,0.429,3,6,0.5,0,0,,2,4,6,7,0,0,3,2,15,-2,.536,.536,.429,.000,6.2,11.4,8.9,33.2,0.0,0.0,17.6,20.7,110,125,-2.3
Jaden Ivey,20221112,DET,1,BOS,117,DET,108,34.17,8,15,0.5329999999999999,4,6,0.667,6,6,1.0,2,2,4,3,0,0,4,4,26,-4,.737,.667,.400,.400,6.4,5.9,6.1,16.4,0.0,0.0,18.5,27.1,126,126,2.7
Bojan Bogdanović,20221112,DET,1,BOS,117,DET,108,32.98,9,15,0.6,3,7,0.429,7,8,0.875,0,6,6,4,0,0,4,3,28,-2,.756,.700,.467,.533,0.0,18.2,9.5,24.4,0.0,0.0,17.8,29.2,127,123,5.7
Saddiq Bey,20221112,DET,1,BOS,117,DET,108,30.48,3,13,0.231,2,6,0.33299999999999996,2,2,1.0,0,2,2,2,1,0,0,3,10,-3,.360,.308,.462,.154,0.0,6.6,3.4,9.8,1.6,0.0,0.0,19.5,88,122,-7.9
Isaiah Stewart,20221112,DET,1,BOS,117,DET,108,27.7,3,8,0.375,2,4,0.5,0,0,,1,8,9,2,1,0,1,3,8,+2,.500,.500,.500,.000,3.9,28.9,17.0,10.9,1.8,0.0,11.1,13.9,104,116,-1.3
Isaiah Livers,20221112,DET,1,BOS,117,DET,108,18.35,1,5,0.2,0,3,0.0,1,2,0.5,2,3,5,0,0,1,1,3,3,-7,.255,.200,.600,.400,11.9,16.3,14.2,0.0,0.0,6.1,14.5,16.0,65,119,-13.4
Marvin Bagley III,20221112,DET,1,BOS,117,DET,108,18.13,2,5,0.4,0,1,0.0,0,0,,2,2,4,1,0,2,0,0,4,-9,.400,.400,.200,.000,12.0,11.0,11.5,8.3,0.0,12.3,0.0,11.8,112,117,-1.3
Jalen Duren,20221112,DET,1,BOS,117,DET,108,17.18,1,1,1.0,0,0,,0,0,,1,11,12,1,2,0,1,2,2,-9,1.000,1.000,.000,.000,6.3,64.0,36.4,8.2,5.7,0.0,50.0,5.0,117,96,4.3
Hamidou Diallo,20221112,DET,1,BOS,117,DET,108,15.17,2,9,0.222,1,3,0.33299999999999996,0,0,,1,1,2,1,0,0,0,2,5,-6,.278,.278,.333,.000,7.2,6.6,6.9,10.3,0.0,0.0,0.0,25.4,75,126,-14.2
Cory Joseph,20221112,DET,1,BOS,117,DET,108,10.68,2,4,0.5,1,2,0.5,2,3,0.667,0,0,0,2,0,0,0,1,7,-5,.658,.625,.500,.750,0.0,0.0,0.0,32.1,0.0,0.0,0.0,21.3,149,128,4.7
