Name,Date,Team,Home,W,W_PTS,L,L_PTS,MP,FG,FGA,FG_perc,3P,3PA,3P_perc,FT,FT_perc,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+-,TS_perc,eFG_perc,3PAr,FTA,FTr,ORB_perc,DRB_perc,TRB_perc,AST_perc,STL_perc,BLK_perc,TOV_perc,USG_perc,ORtg,DRtg,BPM
Karl-Anthony Towns,20221113,MIN,0,MIN,129,CLE,124,36.6,11,16,0.688,3,6,0.5,4,6,0.667,2,11,13,3,1,1,2,5,29,+15,.778,.781,.375,.375,7.5,27.7,19.6,12.5,1.3,2.4,9.7,24.6,145,119,8.7
D'Angelo Russell,20221113,MIN,0,MIN,129,CLE,124,35.15,11,13,0.846,4,5,0.8,4,6,0.667,0,2,2,11,1,0,2,2,30,+19,.959,1.000,.385,.462,0.0,5.3,3.1,48.5,1.4,0.0,11.3,21.9,176,130,18.0
Rudy Gobert,20221113,MIN,0,MIN,129,CLE,124,33.3,5,10,0.5,0,0,,5,8,0.625,4,9,13,1,1,2,3,3,15,-13,.555,.500,.000,.800,16.5,24.9,21.5,3.7,1.5,5.2,18.2,21.7,109,119,-4.2
Anthony Edwards,20221113,MIN,0,MIN,129,CLE,124,31.12,5,13,0.385,0,3,0.0,0,0,,0,7,7,1,0,0,4,5,10,-11,.385,.385,.231,.000,0.0,20.8,12.4,4.0,0.0,0.0,23.5,23.8,64,126,-19.6
Jaden McDaniels,20221113,MIN,0,MIN,129,CLE,124,30.93,4,9,0.444,1,2,0.5,0,2,0.0,2,0,2,0,1,1,0,6,9,-11,.455,.500,.222,.222,8.9,0.0,3.6,0.0,1.6,2.8,0.0,13.9,107,130,-7.5
Taurean Prince,20221113,MIN,0,MIN,129,CLE,124,21.77,4,6,0.667,1,2,0.5,10,10,1.0,1,1,2,1,0,0,0,2,19,+4,.913,.750,.333,1.667,6.3,4.2,5.1,5.9,0.0,0.0,0.0,20.9,200,134,9.8
Kyle Anderson,20221113,MIN,0,MIN,129,CLE,124,21.47,2,5,0.4,2,2,1.0,0,0,,0,3,3,5,1,0,0,3,6,+17,.600,.600,.400,.000,0.0,12.9,7.7,26.9,2.3,0.0,0.0,10.2,158,125,6.1
Jaylen Nowell,20221113,MIN,0,MIN,129,CLE,124,14.67,3,6,0.5,1,3,0.33299999999999996,2,2,1.0,0,1,1,2,0,0,0,3,9,-3,.654,.583,.500,.333,0.0,6.3,3.8,18.1,0.0,0.0,0.0,20.5,151,132,-0.2
Jordan McLaughlin,20221113,MIN,0,MIN,129,CLE,124,14.52,1,4,0.25,0,1,0.0,0,0,,2,2,4,6,0,0,2,0,2,+7,.250,.250,.250,.000,18.9,12.7,15.2,46.5,0.0,0.0,33.3,18.0,102,131,-4.7
Austin Rivers,20221113,MIN,0,MIN,129,CLE,124,0.43,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,0,+1,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,123,-47.5
