Name,Date,Team,Home,W,W_PTS,L,L_PTS,MP,FG,FGA,FG_perc,3P,3PA,3P_perc,FT,FT_perc,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+-,TS_perc,eFG_perc,3PAr,FTA,FTr,ORB_perc,DRB_perc,TRB_perc,AST_perc,STL_perc,BLK_perc,TOV_perc,USG_perc,ORtg,DRtg,BPM
Bam Adebayo,20230116,MIA,0,ATL,121,MIA,113,36.17,9,19,0.474,0,0,,2,2,1.0,6,7,13,5,3,3,3,3,20,+6,.503,.474,.000,.105,21.0,30.0,25.0,21.4,4.1,8.1,13.1,27.2,111,113,3.7
Jimmy Butler,20230116,MIA,0,ATL,121,MIA,113,33.98,11,16,0.688,1,1,1.0,11,11,1.0,2,1,3,3,2,1,2,2,34,+4,.816,.719,.063,.688,7.4,4.6,6.1,15.4,2.9,2.9,8.8,28.9,158,122,14.7
Tyler Herro,20230116,MIA,0,ATL,121,MIA,113,31.33,7,16,0.43799999999999994,1,8,0.125,0,0,,0,5,5,4,0,0,1,1,15,+5,.469,.469,.500,.000,0.0,24.7,11.1,19.0,0.0,0.0,5.9,23.3,103,130,-5.9
Gabe Vincent,20230116,MIA,0,ATL,121,MIA,113,26.2,4,10,0.4,2,7,0.28600000000000003,0,0,,1,2,3,3,2,0,2,2,10,-8,.500,.500,.700,.000,4.8,11.8,8.0,15.4,3.8,0.0,16.7,19.7,98,122,-3.0
Caleb Martin,20230116,MIA,0,ATL,121,MIA,113,25.63,3,5,0.6,1,1,1.0,0,0,,2,4,6,1,2,0,2,5,7,+3,.700,.700,.200,.000,9.9,24.2,16.3,5.0,3.9,0.0,28.6,11.7,107,122,-3.5
Victor Oladipo,20230116,MIA,0,ATL,121,MIA,113,34.35,3,8,0.375,0,4,0.0,1,2,0.5,1,5,6,10,1,0,0,3,7,-10,.394,.375,.500,.250,3.7,22.5,12.2,36.0,1.4,0.0,0.0,11.1,130,127,-0.7
Max Strus,20230116,MIA,0,ATL,121,MIA,113,27.8,3,9,0.33299999999999996,2,7,0.28600000000000003,5,5,1.0,0,2,2,3,0,0,3,3,13,-18,.580,.444,.778,.556,0.0,11.1,5.0,13.7,0.0,0.0,21.1,21.9,105,131,-7.6
Haywood Highsmith,20230116,MIA,0,ATL,121,MIA,113,12.7,3,5,0.6,1,3,0.33299999999999996,0,0,,0,2,2,0,0,0,1,1,7,-8,.700,.700,.600,.000,0.0,24.4,11.0,0.0,0.0,0.0,16.7,20.3,105,130,-4.5
Orlando Robinson,20230116,MIA,0,ATL,121,MIA,113,11.83,0,1,0.0,0,0,,0,0,,0,1,1,1,0,0,0,2,0,-14,.000,.000,.000,.000,0.0,13.1,5.9,9.4,0.0,0.0,0.0,3.6,60,131,-10.4
