Name,Date,Team,Home,W,W_PTS,L,L_PTS,MP,FG,FGA,FG_perc,3P,3PA,3P_perc,FT,FT_perc,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+-,TS_perc,eFG_perc,3PAr,FTA,FTr,ORB_perc,DRB_perc,TRB_perc,AST_perc,STL_perc,BLK_perc,TOV_perc,USG_perc,ORtg,DRtg,BPM
Kessler Edwards,20221210,BRK,0,BRK,136,IND,133,34.62,3,9,0.33299999999999996,0,4,0.0,0,0,,4,5,9,0,1,0,3,2,6,+4,.333,.333,.444,.000,10.7,18.7,14.0,0.0,1.3,0.0,25.0,12.6,78,129,-10.8
Patty Mills,20221210,BRK,0,BRK,136,IND,133,33.93,10,20,0.5,3,8,0.375,1,2,0.5,0,6,6,6,1,0,2,0,24,+8,.575,.575,.400,.100,0.0,22.9,9.5,22.4,1.4,0.0,8.7,24.5,140,128,2.2
Day'Ron Sharpe,20221210,BRK,0,BRK,136,IND,133,32.35,8,13,0.615,0,0,,4,5,0.8,9,3,12,1,0,2,3,5,20,+4,.658,.615,.000,.385,25.7,12.0,20.0,3.7,0.0,7.2,16.5,20.4,136,128,-2.3
Markieff Morris,20221210,BRK,0,BRK,136,IND,133,31.7,4,7,0.5710000000000001,1,3,0.33299999999999996,6,6,1.0,3,8,11,2,1,1,1,1,15,+10,.778,.643,.429,.857,8.7,32.7,18.7,6.6,1.5,3.7,9.4,12.2,173,124,6.4
Edmond Sumner,20221210,BRK,0,BRK,136,IND,133,26.6,7,13,0.5379999999999999,1,3,0.33299999999999996,6,7,0.857,4,3,7,5,2,0,0,5,21,-4,.653,.577,.231,.538,13.9,14.6,14.2,22.9,3.5,0.0,0.0,22.0,174,124,11.1
Cam Thomas,20221210,BRK,0,BRK,136,IND,133,29.15,13,20,0.65,3,3,1.0,4,6,0.667,2,1,3,0,0,0,2,3,33,-8,.729,.725,.150,.300,6.3,4.5,5.6,0.0,0.0,0.0,8.1,30.7,152,134,4.8
David Duke Jr.,20221210,BRK,0,BRK,136,IND,133,25.25,3,8,0.375,0,2,0.0,1,4,0.25,2,1,3,3,1,0,4,4,7,+2,.359,.375,.250,.500,7.3,5.1,6.4,12.3,1.8,0.0,29.1,19.8,76,129,-13.9
Yuta Watanabe,20221210,BRK,0,BRK,136,IND,133,21.13,4,10,0.4,1,5,0.2,1,2,0.5,5,2,7,2,1,0,1,3,10,+4,.460,.450,.500,.200,21.8,12.3,17.9,10.6,2.2,0.0,8.4,20.4,130,127,-2.5
Alondes Williams,20221210,BRK,0,BRK,136,IND,133,5.27,0,0,,0,0,,0,0,,0,1,1,0,0,0,2,1,0,-5,,,,,0.0,24.6,10.2,0.0,0.0,0.0,100.0,13.8,0,131,-26.5
Joe Harris,20221210,BRK,0,BRK,136,IND,133,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Seth Curry,20221210,BRK,0,BRK,136,IND,133,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
