Name,Date,Team,Home,W,W_PTS,L,L_PTS,MP,FG,FGA,FG_perc,3P,3PA,3P_perc,FT,FT_perc,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+-,TS_perc,eFG_perc,3PAr,FTA,FTr,ORB_perc,DRB_perc,TRB_perc,AST_perc,STL_perc,BLK_perc,TOV_perc,USG_perc,ORtg,DRtg,BPM
Paolo Banchero,20221101,ORL,0,OKC,116,ORL,108,37.43,6,13,0.462,0,1,0.0,3,3,1.0,0,8,8,2,1,0,4,0,15,+1,.524,.462,.077,.231,0.0,22.8,12.1,8.2,1.2,0.0,21.8,19.6,90,111,-5.9
Franz Wagner,20221101,ORL,0,OKC,116,ORL,108,36.72,8,18,0.444,1,5,0.2,3,3,1.0,0,1,1,7,1,2,2,2,20,+12,.518,.472,.278,.167,0.0,2.9,1.5,32.1,1.2,4.3,9.4,23.3,115,111,2.1
Wendell Carter Jr.,20221101,ORL,0,OKC,116,ORL,108,35.43,10,15,0.667,2,2,1.0,8,8,1.0,5,7,12,2,2,1,2,3,30,+4,.810,.733,.133,.533,16.9,21.1,19.1,10.6,2.6,2.2,9.7,23.2,158,106,12.8
Bol Bol,20221101,ORL,0,OKC,116,ORL,108,30.88,4,6,0.667,1,1,1.0,4,4,1.0,3,9,12,1,0,4,6,2,13,-3,.838,.750,.167,.667,11.7,31.1,21.9,4.7,0.0,10.2,43.6,17.9,99,104,-0.3
Terrence Ross,20221101,ORL,0,OKC,116,ORL,108,3.72,0,0,,0,0,,0,0,,0,0,0,1,0,0,0,0,0,+1,,,,,0.0,0.0,0.0,33.1,0.0,0.0,,0.0,226,118,1.9
Jalen Suggs,20221101,ORL,0,OKC,116,ORL,108,28.43,3,14,0.214,1,9,0.111,2,2,1.0,0,2,2,4,2,1,4,1,9,-17,.302,.250,.643,.143,0.0,7.5,4.0,19.9,3.2,2.8,21.2,26.6,66,107,-10.2
R.J. Hampton,20221101,ORL,0,OKC,116,ORL,108,20.8,4,7,0.5710000000000001,2,4,0.5,0,0,,0,2,2,1,0,1,1,3,10,-8,.714,.714,.571,.000,0.0,10.3,5.4,7.8,0.0,3.8,12.5,15.4,127,113,0.3
Caleb Houstan,20221101,ORL,0,OKC,116,ORL,108,14.87,1,5,0.2,1,3,0.33299999999999996,0,0,,0,1,1,1,0,0,0,0,3,+5,.300,.300,.600,.000,0.0,7.2,3.8,9.0,0.0,0.0,0.0,13.5,82,116,-7.1
Mo Bamba,20221101,ORL,0,OKC,116,ORL,108,12.92,1,4,0.25,0,1,0.0,0,0,,2,3,5,0,0,1,2,1,2,-10,.250,.250,.250,.000,18.6,24.8,21.9,0.0,0.0,6.1,33.3,18.6,53,108,-15.2
Chuma Okeke,20221101,ORL,0,OKC,116,ORL,108,12.57,2,3,0.667,2,3,0.667,0,0,,2,3,5,1,1,0,3,1,6,-12,1.000,1.000,1.000,.000,19.1,25.5,22.5,12.2,3.6,0.0,50.0,19.1,100,105,5.7
Kevon Harris,20221101,ORL,0,OKC,116,ORL,108,6.23,0,2,0.0,0,0,,0,0,,0,1,1,0,0,0,0,1,0,-13,.000,.000,.000,.000,0.0,17.1,9.1,0.0,0.0,0.0,0.0,12.9,0,114,-20.2
