Name,Date,Team,Home,W,W_PTS,L,L_PTS,MP,FG,FGA,FG_perc,3P,3PA,3P_perc,FT,FT_perc,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+-,TS_perc,eFG_perc,3PAr,FTA,FTr,ORB_perc,DRB_perc,TRB_perc,AST_perc,STL_perc,BLK_perc,TOV_perc,USG_perc,ORtg,DRtg,BPM
Julius Randle,20211024,NYK,1,ORL,110,NYK,104,38.48,8,24,0.33299999999999996,2,10,0.2,12,14,0.857,5,11,16,3,2,4,2,4,30,-1,.497,.375,.417,.583,9.9,29.8,18.3,13.8,2.4,11.1,6.2,32.6,110,97,9.8
Mitchell Robinson,20211024,NYK,1,ORL,110,NYK,104,33.37,4,5,0.8,0,0,,2,5,0.4,4,6,10,1,2,3,1,6,10,+4,.694,.800,.000,1.000,9.1,18.8,13.2,4.6,2.8,9.6,12.2,9.6,133,99,0.9
RJ Barrett,20211024,NYK,1,ORL,110,NYK,104,33.05,5,17,0.294,1,7,0.14300000000000002,1,1,1.0,1,3,4,5,1,0,2,4,12,-3,.344,.324,.412,.059,2.3,9.5,5.3,24.4,1.4,0.0,10.3,23.0,80,111,-7.3
Evan Fournier,20211024,NYK,1,ORL,110,NYK,104,25.97,3,11,0.273,2,7,0.28600000000000003,0,1,0.0,0,5,5,1,0,0,2,2,8,-9,.350,.364,.636,.091,0.0,20.1,8.5,5.9,0.0,0.0,14.9,20.2,65,111,-12.4
Kemba Walker,20211024,NYK,1,ORL,110,NYK,104,19.3,4,8,0.5,2,5,0.4,0,0,,0,0,0,3,0,0,0,0,10,-14,.625,.625,.625,.000,0.0,0.0,0.0,27.6,0.0,0.0,0.0,16.2,138,117,3.9
Derrick Rose,20211024,NYK,1,ORL,110,NYK,104,28.63,9,16,0.563,5,8,0.625,0,1,0.0,3,2,5,3,2,0,2,0,23,+8,.700,.719,.500,.063,8.0,7.3,7.7,23.0,3.2,0.0,10.8,25.1,128,108,14.8
Alec Burks,20211024,NYK,1,ORL,110,NYK,104,24.78,3,10,0.3,1,6,0.16699999999999998,2,3,0.667,0,4,4,1,1,1,1,0,9,+2,.398,.350,.600,.300,0.0,16.8,7.1,6.2,1.9,4.3,8.1,19.4,82,106,-3.9
Obi Toppin,20211024,NYK,1,ORL,110,NYK,104,12.3,1,4,0.25,0,3,0.0,0,0,,1,1,2,1,0,0,1,4,2,-5,.250,.250,.750,.000,6.2,8.5,7.2,11.8,0.0,0.0,20.0,15.9,61,113,-17.8
Immanuel Quickley,20211024,NYK,1,ORL,110,NYK,104,12.2,0,4,0.0,0,2,0.0,0,0,,1,1,2,1,0,0,0,1,0,-2,.000,.000,.500,.000,6.2,8.6,7.2,10.6,0.0,0.0,0.0,12.8,31,114,-17.6
Taj Gibson,20211024,NYK,1,ORL,110,NYK,104,11.85,0,1,0.0,0,0,,0,0,,1,3,4,1,0,0,1,0,0,-10,.000,.000,.000,.000,6.4,26.4,14.9,10.9,0.0,0.0,50.0,6.6,47,109,-8.6
Miles McBride,20211024,NYK,1,ORL,110,NYK,104,0.07,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,117,-9.5
