Name,Date,Team,Home,W,W_PTS,L,L_PTS,MP,FG,FGA,FG_perc,3P,3PA,3P_perc,FT,FT_perc,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+-,TS_perc,eFG_perc,3PAr,FTA,FTr,ORB_perc,DRB_perc,TRB_perc,AST_perc,STL_perc,BLK_perc,TOV_perc,USG_perc,ORtg,DRtg,BPM
Malcolm Brogdon,20211111,IND,0,IND,111,UTA,100,36.9,10,23,0.435,2,7,0.28600000000000003,8,9,0.889,3,6,9,4,1,0,1,2,30,+5,.556,.478,.304,.391,8.7,17.3,13.0,17.3,1.4,0.0,3.6,31.8,130,106,8.9
Domantas Sabonis,20211111,IND,0,IND,111,UTA,100,31.33,2,10,0.2,0,1,0.0,2,4,0.5,3,4,7,5,1,1,2,6,6,+10,.255,.200,.100,.400,10.2,13.6,11.9,19.2,1.6,3.0,14.5,18.4,80,103,-6.9
Chris Duarte,20211111,IND,0,IND,111,UTA,100,31.3,5,14,0.35700000000000004,1,4,0.25,0,2,0.0,0,5,5,0,0,0,1,2,11,+11,.370,.393,.286,.143,0.0,17.0,8.5,0.0,0.0,0.0,6.3,21.3,78,109,-10.6
Myles Turner,20211111,IND,0,IND,111,UTA,100,29.9,5,6,0.833,3,3,1.0,0,0,,2,7,9,1,1,3,2,1,13,+11,1.083,1.083,.500,.000,7.1,25.0,16.1,4.6,1.7,9.4,25.0,11.2,154,97,12.3
Justin Holiday,20211111,IND,0,IND,111,UTA,100,28.53,2,7,0.28600000000000003,2,7,0.28600000000000003,0,0,,0,4,4,0,1,0,0,3,6,-2,.429,.429,1.000,.000,0.0,15.0,7.5,0.0,1.8,0.0,0.0,10.3,101,105,-4.4
T.J. McConnell,20211111,IND,0,IND,111,UTA,100,30.42,10,14,0.7140000000000001,1,1,1.0,0,0,,5,3,8,5,1,0,1,2,21,+8,.750,.750,.071,.000,17.5,10.5,14.0,29.0,1.6,0.0,6.7,20.7,159,107,15.5
Kelan Martin,20211111,IND,0,IND,111,UTA,100,20.12,5,13,0.385,2,4,0.5,2,2,1.0,1,3,4,2,0,0,0,3,14,+14,.504,.462,.308,.154,5.3,15.9,10.6,15.4,0.0,0.0,0.0,29.0,124,108,2.0
Torrey Craig,20211111,IND,0,IND,111,UTA,100,15.32,2,5,0.4,0,2,0.0,0,0,,1,2,3,1,0,0,2,0,4,-3,.400,.400,.400,.000,7.0,13.9,10.4,8.5,0.0,0.0,28.6,19.2,73,110,-8.8
Jeremy Lamb,20211111,IND,0,IND,111,UTA,100,9.75,1,3,0.33299999999999996,0,2,0.0,2,2,1.0,0,2,2,1,0,1,0,0,4,0,.515,.333,.667,.667,0.0,21.9,10.9,12.9,0.0,9.7,0.0,16.7,131,101,6.8
Goga Bitadze,20211111,IND,0,IND,111,UTA,100,6.42,1,1,1.0,0,0,,0,0,,0,2,2,0,2,0,1,4,2,+1,1.000,1.000,.000,.000,0.0,33.2,16.6,0.0,15.6,0.0,50.0,13.1,81,68,0.6
