Name,Date,Team,Home,W,W_PTS,L,L_PTS,MP,FG,FGA,FG_perc,3P,3PA,3P_perc,FT,FT_perc,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+-,TS_perc,eFG_perc,3PAr,FTA,FTr,ORB_perc,DRB_perc,TRB_perc,AST_perc,STL_perc,BLK_perc,TOV_perc,USG_perc,ORtg,DRtg,BPM
Jordan Poole,20220330,GSW,1,PHO,107,GSW,103,36.5,11,22,0.5,7,15,0.467,9,10,0.9,1,8,9,7,1,0,2,4,38,+2,.720,.659,.682,.455,3.0,21.0,12.6,44.8,1.3,0.0,7.0,32.5,141,103,19.6
Klay Thompson,20220330,GSW,1,PHO,107,GSW,103,33.58,5,21,0.23800000000000002,1,10,0.1,2,2,1.0,0,1,1,4,0,0,3,4,13,-5,.297,.262,.476,.095,0.0,2.9,1.5,20.5,0.0,0.0,12.1,30.9,65,111,-14.2
Andrew Wiggins,20220330,GSW,1,PHO,107,GSW,103,32.68,6,16,0.375,2,6,0.33299999999999996,5,8,0.625,4,4,8,1,0,1,3,2,19,-7,.487,.438,.375,.500,13.4,11.7,12.5,5.6,0.0,2.3,13.3,28.8,95,107,-1.9
Draymond Green,20220330,GSW,1,PHO,107,GSW,103,31.47,2,4,0.5,0,0,,4,5,0.8,1,9,10,7,2,3,4,4,8,-10,.645,.500,.000,1.250,3.5,27.5,16.2,33.4,3.0,7.2,39.2,13.5,106,92,7.8
Kevon Looney,20220330,GSW,1,PHO,107,GSW,103,14.5,1,2,0.5,0,0,,0,0,,1,4,5,2,0,0,0,2,2,-3,.500,.500,.000,.000,7.5,26.5,17.6,20.9,0.0,0.0,0.0,5.8,145,104,2.8
Otto Porter Jr.,20220330,GSW,1,PHO,107,GSW,103,28.78,2,4,0.5,1,2,0.5,0,0,,1,5,6,0,0,0,1,0,5,+3,.625,.625,.500,.000,3.8,16.7,10.6,0.0,0.0,0.0,20.0,7.3,98,107,-2.1
Gary Payton II,20220330,GSW,1,PHO,107,GSW,103,21.3,5,8,0.625,0,1,0.0,0,0,,1,1,2,1,1,0,1,2,10,-2,.625,.625,.125,.000,5.1,4.5,4.8,9.5,2.2,0.0,11.1,17.6,111,106,1.7
Nemanja Bjelica,20220330,GSW,1,PHO,107,GSW,103,19.13,2,3,0.667,1,1,1.0,0,0,,1,3,4,3,1,0,3,3,5,+5,.833,.833,.333,.000,5.7,15.1,10.7,25.1,2.4,0.0,50.0,13.1,93,102,1.5
Andre Iguodala,20220330,GSW,1,PHO,107,GSW,103,15.98,1,3,0.33299999999999996,1,3,0.33299999999999996,0,0,,0,3,3,1,2,0,3,3,3,-1,.500,.500,1.000,.000,0.0,18.0,9.6,9.4,5.8,0.0,50.0,15.7,52,94,-4.6
Jonathan Kuminga,20220330,GSW,1,PHO,107,GSW,103,5.4,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,0,0,-2,,,,,0.0,0.0,0.0,0.0,0.0,0.0,100.0,7.7,0,113,-13.9
Moses Moody,20220330,GSW,1,PHO,107,GSW,103,0.67,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,113,-4.2
