Name,Date,Team,Home,W,W_PTS,L,L_PTS,MP,FG,FGA,FG_perc,3P,3PA,3P_perc,FT,FT_perc,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+-,TS_perc,eFG_perc,3PAr,FTA,FTr,ORB_perc,DRB_perc,TRB_perc,AST_perc,STL_perc,BLK_perc,TOV_perc,USG_perc,ORtg,DRtg,BPM
Bradley Beal,20211203,WAS,1,CLE,116,WAS,101,26.98,6,17,0.353,0,3,0.0,2,4,0.5,1,2,3,1,0,1,1,1,14,-26,.373,.353,.176,.235,4.2,7.9,6.1,6.5,0.0,3.0,5.1,35.7,75,125,-11.1
Spencer Dinwiddie,20211203,WAS,1,CLE,116,WAS,101,26.47,2,6,0.33299999999999996,1,4,0.25,0,0,,0,1,1,4,0,0,1,3,5,-18,.417,.417,.667,.000,0.0,4.0,2.1,21.1,0.0,0.0,14.3,12.9,90,128,-8.4
Kyle Kuzma,20211203,WAS,1,CLE,116,WAS,101,23.22,4,10,0.4,2,6,0.33299999999999996,2,2,1.0,0,4,4,3,0,0,1,0,12,-32,.551,.500,.600,.200,0.0,18.4,9.5,20.9,0.0,0.0,8.4,25.0,106,123,1.8
Daniel Gafford,20211203,WAS,1,CLE,116,WAS,101,22.72,2,3,0.667,0,0,,0,0,,0,6,6,1,1,1,1,4,4,-13,.667,.667,.000,.000,0.0,28.2,14.6,6.3,2.2,3.6,25.0,8.6,99,112,-4.0
Kentavious Caldwell-Pope,20211203,WAS,1,CLE,116,WAS,101,19.97,2,8,0.25,0,3,0.0,0,0,,0,3,3,2,1,0,1,2,4,-31,.250,.250,.375,.000,0.0,16.0,8.3,14.5,2.5,0.0,11.1,22.0,55,118,-12.8
Deni Avdija,20211203,WAS,1,CLE,116,WAS,101,22.8,6,10,0.6,3,6,0.5,1,1,1.0,0,3,3,0,0,1,0,2,16,+13,.766,.750,.600,.100,0.0,14.0,7.3,0.0,0.0,3.6,0.0,22.3,139,122,7.4
Montrezl Harrell,20211203,WAS,1,CLE,116,WAS,101,22.25,2,4,0.5,0,1,0.0,3,4,0.75,1,7,8,1,0,1,2,3,7,+8,.608,.500,.250,1.000,5.1,33.6,19.8,6.4,0.0,3.7,25.8,17.0,100,115,-6.1
Raul Neto,20211203,WAS,1,CLE,116,WAS,101,21.53,6,9,0.667,1,2,0.5,0,0,,1,1,2,4,1,0,0,1,13,+3,.722,.722,.222,.000,5.3,5.0,5.1,36.2,2.3,0.0,0.0,20.4,151,123,10.4
Aaron Holiday,20211203,WAS,1,CLE,116,WAS,101,21.02,4,6,0.667,1,1,1.0,2,2,1.0,0,2,2,4,0,0,0,1,11,+11,.799,.750,.167,.333,0.0,10.2,5.3,31.7,0.0,0.0,0.0,16.0,167,126,7.4
Dāvis Bertāns,20211203,WAS,1,CLE,116,WAS,101,20.72,3,6,0.5,2,4,0.5,0,1,0.0,0,0,0,1,2,0,1,5,8,+1,.621,.667,.667,.167,0.0,0.0,0.0,7.5,4.9,0.0,13.4,17.5,100,118,-1.2
Corey Kispert,20211203,WAS,1,CLE,116,WAS,101,7.1,1,3,0.33299999999999996,0,1,0.0,3,3,1.0,0,0,0,0,0,0,0,0,5,+6,.579,.333,.333,1.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.7,120,130,-2.9
Anthony Gill,20211203,WAS,1,CLE,116,WAS,101,5.23,0,0,,0,0,,2,2,1.0,0,1,1,0,0,0,0,0,2,+3,1.136,,,,0.0,20.4,10.5,0.0,0.0,0.0,0.0,8.2,250,122,2.5
