Name,Date,Team,Home,W,W_PTS,L,L_PTS,MP,FG,FGA,FG_perc,3P,3PA,3P_perc,FT,FT_perc,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+-,TS_perc,eFG_perc,3PAr,FTA,FTr,ORB_perc,DRB_perc,TRB_perc,AST_perc,STL_perc,BLK_perc,TOV_perc,USG_perc,ORtg,DRtg,BPM
Andrew Wiggins,20220403,GSW,0,GSW,109,SAC,90,36.02,8,16,0.5,4,7,0.5710000000000001,5,6,0.833,0,5,5,5,1,0,1,2,25,+7,.671,.625,.438,.375,0.0,14.5,8.1,22.0,1.4,0.0,5.1,26.0,135,100,6.4
Jordan Poole,20220403,GSW,0,GSW,109,SAC,90,33.83,9,15,0.6,4,9,0.444,0,0,,0,5,5,4,0,1,4,5,22,+19,.733,.733,.600,.000,0.0,15.4,8.7,20.1,0.0,3.0,21.1,26.8,111,100,0.1
Draymond Green,20220403,GSW,0,GSW,109,SAC,90,23.97,2,5,0.4,2,2,1.0,0,0,,1,6,7,5,1,2,3,6,6,+11,.600,.600,.400,.000,5.6,26.1,17.1,27.1,2.1,8.3,37.5,15.9,103,89,1.5
Gary Payton II,20220403,GSW,0,GSW,109,SAC,90,19.07,1,4,0.25,0,1,0.0,0,0,,1,2,3,1,3,0,1,4,2,+10,.250,.250,.250,.000,7.0,10.9,9.2,6.5,8.0,0.0,20.0,12.5,67,86,-6.0
Kevon Looney,20220403,GSW,0,GSW,109,SAC,90,14.63,0,1,0.0,0,0,,0,0,,1,1,2,1,0,0,1,2,0,+9,.000,.000,.000,.000,9.1,7.1,8.0,8.0,0.0,0.0,50.0,6.5,64,104,-11.6
Jonathan Kuminga,20220403,GSW,0,GSW,109,SAC,90,31.32,6,11,0.545,2,3,0.667,3,6,0.5,1,4,5,4,1,1,1,2,17,+12,.623,.636,.273,.545,4.3,13.3,9.3,19.3,1.6,3.2,6.8,22.3,127,97,4.6
Nemanja Bjelica,20220403,GSW,0,GSW,109,SAC,90,30.28,7,11,0.636,3,6,0.5,2,2,1.0,2,10,12,6,0,2,2,1,19,+9,.800,.773,.545,.182,8.8,34.5,23.2,31.8,0.0,6.6,14.4,21.9,148,93,15.0
Damion Lee,20220403,GSW,0,GSW,109,SAC,90,27.58,5,10,0.5,0,3,0.0,1,1,1.0,1,4,5,2,0,1,1,2,11,+11,.527,.500,.300,.100,4.8,15.1,10.6,10.8,0.0,3.6,8.7,19.8,108,100,-4.4
Juan Toscano-Anderson,20220403,GSW,0,GSW,109,SAC,90,19.5,2,4,0.5,0,1,0.0,0,0,,0,2,2,1,2,1,1,4,4,+6,.500,.500,.250,.000,0.0,10.7,6.0,6.8,5.2,5.1,20.0,12.2,86,88,-2.9
Moses Moody,20220403,GSW,0,GSW,109,SAC,90,2.45,1,1,1.0,1,1,1.0,0,0,,0,1,1,0,0,0,0,0,3,+3,1.500,1.500,1.000,.000,0.0,42.6,23.9,0.0,0.0,0.0,0.0,19.5,300,97,38.2
Quinndary Weatherspoon,20220403,GSW,0,GSW,109,SAC,90,1.35,0,1,0.0,0,1,0.0,0,0,,0,0,0,0,0,0,0,0,0,-2,.000,.000,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.3,0,106,-43.0
