Name,Date,Team,Home,W,W_PTS,L,L_PTS,MP,FG,FGA,FG_perc,3P,3PA,3P_perc,FT,FT_perc,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+-,TS_perc,eFG_perc,3PAr,FTA,FTr,ORB_perc,DRB_perc,TRB_perc,AST_perc,STL_perc,BLK_perc,TOV_perc,USG_perc,ORtg,DRtg,BPM
Tyus Jones,20211130,MEM,0,MEM,98,TOR,91,34.13,2,10,0.2,0,3,0.0,0,0,,0,3,3,6,3,0,2,0,4,+1,.200,.200,.300,.000,0.0,9.0,4.3,25.4,4.3,0.0,16.7,14.3,65,94,-6.1
Jaren Jackson Jr.,20211130,MEM,0,MEM,98,TOR,91,34.05,8,14,0.5710000000000001,4,7,0.5710000000000001,5,6,0.833,1,5,6,1,0,5,2,5,25,+21,.751,.714,.500,.429,2.8,15.0,8.6,5.7,0.0,13.6,10.7,22.2,142,93,12.0
Dillon Brooks,20211130,MEM,0,MEM,98,TOR,91,33.42,5,18,0.278,1,5,0.2,6,6,1.0,1,3,4,1,4,1,5,4,17,+12,.412,.306,.278,.333,2.8,9.2,5.9,5.0,5.9,2.8,19.5,31.1,79,89,-4.6
Desmond Bane,20211130,MEM,0,MEM,98,TOR,91,33.07,8,16,0.5,5,9,0.556,2,3,0.667,2,5,7,2,0,0,4,1,23,+7,.664,.656,.563,.188,5.7,15.4,10.4,11.9,0.0,0.0,18.8,26.1,115,101,4.7
Steven Adams,20211130,MEM,0,MEM,98,TOR,91,26.42,2,3,0.667,0,0,,0,0,,3,5,8,2,2,0,2,0,4,-3,.667,.667,.000,.000,10.7,19.3,14.8,11.2,3.7,0.0,40.0,7.7,103,92,1.0
Kyle Anderson,20211130,MEM,0,MEM,98,TOR,91,19.37,2,5,0.4,0,1,0.0,2,2,1.0,2,3,5,0,1,2,0,1,6,-11,.510,.400,.200,.400,9.7,15.8,12.6,0.0,2.5,9.5,0.0,12.3,129,90,4.7
De'Anthony Melton,20211130,MEM,0,MEM,98,TOR,91,17.23,4,13,0.308,0,4,0.0,1,2,0.5,4,6,10,2,1,0,1,0,9,-5,.324,.308,.308,.154,21.8,35.6,28.4,22.4,2.8,0.0,6.7,35.0,87,88,-0.1
Brandon Clarke,20211130,MEM,0,MEM,98,TOR,91,16.15,3,6,0.5,0,0,,0,0,,3,2,5,2,1,2,1,3,6,+7,.500,.500,.000,.000,17.5,12.6,15.2,21.9,3.0,11.4,14.3,17.6,113,88,5.7
Santi Aldama,20211130,MEM,0,MEM,98,TOR,91,14.8,1,6,0.16699999999999998,0,4,0.0,0,0,,2,2,4,1,0,0,0,1,2,-4,.167,.167,.667,.000,12.7,13.8,13.2,9.9,0.0,0.0,0.0,16.4,68,102,-10.9
John Konchar,20211130,MEM,0,MEM,98,TOR,91,11.33,1,2,0.5,0,1,0.0,0,0,,0,2,2,1,1,0,0,0,2,+10,.500,.500,.500,.000,0.0,18.0,8.6,13.3,4.3,0.0,0.0,7.2,128,91,3.4
