Name,Date,Team,Home,W,W_PTS,L,L_PTS,MP,FG,FGA,FG_perc,3P,3PA,3P_perc,FT,FT_perc,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+-,TS_perc,eFG_perc,3PAr,FTA,FTr,ORB_perc,DRB_perc,TRB_perc,AST_perc,STL_perc,BLK_perc,TOV_perc,USG_perc,ORtg,DRtg,BPM
LaMelo Ball,20220316,CHO,1,CHO,116,ATL,106,36.1,7,16,0.43799999999999994,5,10,0.5,3,3,1.0,0,8,8,11,1,1,3,4,22,+24,.635,.594,.625,.188,0.0,24.2,12.4,43.4,1.4,2.4,14.8,25.5,126,111,7.9
Terry Rozier,20220316,CHO,1,CHO,116,ATL,106,35.2,8,17,0.47100000000000003,2,8,0.25,0,1,0.0,2,1,3,2,3,0,2,2,18,+2,.516,.529,.471,.059,6.5,3.1,4.8,8.5,4.4,0.0,10.3,25.0,100,113,-3.2
Miles Bridges,20220316,CHO,1,CHO,116,ATL,106,33.13,6,13,0.462,2,4,0.5,4,4,1.0,0,6,6,6,0,2,1,1,18,+2,.610,.538,.308,.308,0.0,19.8,10.1,25.3,0.0,5.2,6.3,21.5,131,114,5.6
P.J. Washington,20220316,CHO,1,CHO,116,ATL,106,25.68,6,10,0.6,2,4,0.5,2,3,0.667,0,1,1,3,3,1,0,0,16,+9,.707,.700,.400,.300,0.0,4.2,2.2,17.6,6.0,3.3,0.0,19.9,148,107,13.7
Mason Plumlee,20220316,CHO,1,CHO,116,ATL,106,22.1,5,7,0.7140000000000001,0,0,,2,3,0.667,2,8,10,4,1,0,2,4,12,-10,.721,.714,.000,.429,10.3,39.5,25.3,27.0,2.3,0.0,19.4,21.1,130,105,5.2
Cody Martin,20220316,CHO,1,CHO,116,ATL,106,25.67,0,2,0.0,0,2,0.0,0,0,,2,3,5,2,0,2,1,1,0,-12,.000,.000,1.000,.000,8.9,12.8,10.9,8.7,0.0,6.7,33.3,5.3,76,115,-5.8
Montrezl Harrell,20220316,CHO,1,CHO,116,ATL,106,20.48,7,9,0.778,0,1,0.0,6,7,0.857,4,2,6,0,0,0,0,1,20,+9,.828,.778,.111,.778,22.3,10.7,16.3,0.0,0.0,0.0,0.0,26.7,177,121,10.1
Kelly Oubre Jr.,20220316,CHO,1,CHO,116,ATL,106,19.0,2,6,0.33299999999999996,0,2,0.0,2,2,1.0,0,2,2,0,0,1,0,3,6,+12,.436,.333,.333,.333,0.0,11.5,5.9,0.0,0.0,4.5,0.0,16.4,97,117,-11.4
Jalen McDaniels,20220316,CHO,1,CHO,116,ATL,106,14.07,1,3,0.33299999999999996,0,1,0.0,0,0,,1,0,1,0,0,1,0,1,2,+5,.333,.333,.333,.000,8.1,0.0,4.0,0.0,0.0,6.1,0.0,9.6,93,120,-9.5
Isaiah Thomas,20220316,CHO,1,CHO,116,ATL,106,8.57,1,4,0.25,0,3,0.0,0,0,,0,1,1,2,0,0,0,1,2,+9,.250,.250,.750,.000,0.0,12.7,6.5,30.0,0.0,0.0,0.0,21.1,82,120,-13.9
